sinhala,hypothesis,reference,label,method
මොවුහු පොළොවෙහි සංචාරය කොට මොවුනට පෙර සිටි අයගේ අවසානය කෙබඳු වී දැයි නොබැලූවෝ ද?,Have they not traveled on earth to see how was the beginning of those before them?,Have they not traveled on earth to see how was the end of those before them?,1,semantic
"නමුත් ප්‍රශ්නය නම්, ඔබ ඔබ ලබාගත් දැනුමින් කුමක් කරන්නේ ද යන්නයි.","But the answer is, what will you do with the knowledge you have gained?","But the question is, what will you do with the knowledge you have gained?",1,semantic
"තවද, ඔබලාට ශ්‍රවණ ඉන්ද්‍රියද, දෘෂ්ඨීයද, හදවත්ද ඇති කළේ ඔහු ම ය.","And, it is He who made for you hearing, eyesight, and hearts.","And, it is He who made for you hearing, eyesight, and hearts.",0,ground_truth (temp_rejected_no_fallback)
කුමක් හෝ නොපෙනෙනා බලවේගයක් ඔවුන්ගේ හදවත් එකිනෙකට බන්ධනය කරන්නට ඇත.,Any unseen hearts may link their force together.,Any unseen force may link their hearts together.,1,dependency
"බියෙන් සහ පක්ෂපාතීත්වයයෙන් තොරව,","Out of fearlessness and faith,","Out of fear and faith,",1,semantic
සමහරවිට මෙය කවදාවත් එළියට එන්නෙ නැති වෙයි.,"Ohh, this may ever slip through the cracks. ",This may never come out.,1,temp + semantic
එයින් දෙකොටසක් ආයෝජනයටත් තවත් කොටසක් පාරිභෝජනය පිණිසත්ය.,From that seven portions are for investment and another portion for consumption.,From that two portions are for investment and another portion for consumption.,1,ner
මියගිය අය සහ ජීවත්ව සිටින අය අතර කිසිදු සම්බන්ධයක් නොමැත.,There is no relation between the dead and the dead.,There is no relation between the dead and the living.,1,semantic
"මට බඩගිනි වීනම්, මම ඔබට නොකියන්න තිබුණා.","If I were thirsty, I wouldn't tell you.","If I were hungry, I wouldn't tell you.",1,semantic
"ඔබ ඔහු දැන සිටියා නම් ( ඒ කියන්නේ, ඇත්ත ජීවිතයේ දී) ඔයා මෙලහකට රැවටිලා.","If you knew him (you ignore, in real life), you would be flattered.","If you knew him (you know, in real life), you would be flattered.",1,semantic
තවද සලාම් (ශාන්තිය) යැයි පවසනු.,"Pray for peace"".",And say Salaam (peace).,1,temp
"මෙම වේදනාව ශාරීරික ය, නමුත් මට විශ්වාසයි එයට චිත්තවේගීය අංගයක් ඇති බව.","This pleasure is physical, but I'm sure there's an emotional component to it.","This pain is physical, but I'm sure there's an emotional component to it.",1,semantic
පරිපූර්ණත්වය - ඔබ විසින්ම සියළුම දේ කිරීමට උත්සාහ කිරීම.,Imperfection - Trying to do everything by yourself.,Perfection - Trying to do everything by yourself.,1,semantic
A1: සියලුම විනෝද උද්‍යාන නිෂ්පාදනය කරනු ලබන්නේ යුරෝපා සංගම් ප්‍රමිතීන්ට අනුකූලවය.,A1: All amusement parks are manufactured in strict accordance with House standards.,A1: All amusement parks are manufactured in strict accordance with EU standards.,1,ner
බොහෝමයක් කුඩා ව්‍යාපාර කෙන්යාවේ ආරම්භ කිරීමට නියමිතව ඇත.,You are no less powerful when making small business decisions this time; your efforts alone will be unfair enough at its cost.,There are very many small businesses to start in Kenya today.,1,temp
"එය සිදු කළ මිනිසුන් දහස් ගණනක් සිටින අතර, අනෙක් අය දිනපතා එය කරති.","There are 10 of people who have done it, and others doing it every night.","There are thousands of people who have done it, and others doing it every day.",1,semantic + ner
"උතුමාණනි, කරුණාකර යක්ෂයෙක් නොවන්න","Your Highness, please don't be a demon","Your Highness, please don't be a demon",0,ground_truth
කෙසේවෙතත් මෙම වැරදි වලට ඔහුට එරෙහිව ඉදිරියේදී දඩුවම් පමුණුවන බවද ඔවුන් නිවේදනය කර ඇත.,Anyway they have announced that he will be sentenced for these crimes in the past.,Anyway they have announced that he will be sentenced for these crimes in the future.,1,semantic
"මේ නිසා, මම ඔයාව බලන්න සහ ඔබ කතා කිරීමට ඉල්ලා සිටියෙමි.",For this reason I have asked to see you and keep quiet with you.,For this reason I have asked to see you and talk with you.,1,semantic
ඔවුන් ඔබ වටා ඔවුන්ගේ ශරීර භාෂාව වෙනස් කරයි. ...,They stay their body language around you. .,They change their body language around you. .,1,semantic
"ඔබ ජීවතුන් අතර සිටී නම්, හෝ කවදා හෝ ජීවතුන් අතර සිටියා නම්, ඔබ උත්ථානයට පත් වේවි.","If you are, or could once have been, alive, you will still be raised by a first one.","If you are alive, or have ever been alive, you will be resurrected.",1,temp + ner
අනතුරු ඇඟවීමක් ලෙස ඔවුන් එය මරා දමා ඇත.,They have killed it as a warning.,They have killed it as a warning.,0,ground_truth (temp_rejected_no_fallback)
මම මිමි10ට වඩා වැඩි විය යුතුය.,""" It's better, I'll walk about three or five blocks in about 225"".",l Should be more than 10mm.,1,temp + ner
"නීත්‍යනුකූලව, ඔබ වයස අවුරුදු 18 නම් සහ මුස්ලිම් නොවන්නේ නම්, ඔබට මත්පැන් මිලදී ගැනීමට සහ පානය කිරීමට හැකිය.","Legally, if you're 8 and not a Muslim, you can sell and drink alcohol.","Legally, if you're 18 and not a Muslim, you can buy and drink alcohol.",1,semantic + number
ඔබ එම පිටුවට යන විට ඔබට ඒ අකුරු (අඳුරු නිල් පසුබිම මත අළු පැහැයෙන්) කියවිය නොහැක.,You can't read the text (grey fonts on dark blue background) when you come to the page.,You can't read the text (grey fonts on dark blue background) when you go to the page.,1,semantic
"එය සත්‍යය වූද, ඔවුන් සතුව ඇති දෙය සැබෑ කරන දෙයද වේ.","Although it is true, it is also the thing that makes what they have unreal.","Although it is true, it is also the thing that makes what they have real.",1,semantic
"අපගේ ව්‍යාපාර සැපයුම්කරුවන් ක්ෂුද්‍ර, කුඩා හා මධ්‍යම පරිමාණයේ වේ.","Micro, large and medium businesses are our suppliers","Micro, small and medium businesses are our suppliers",1,semantic
"මම දේවල් දහයක් කිරීමට ඔබට අණ කරමි: කාන්තාවක හෝ ළමයෙකු, හෝ මහළු කෙනෙකු ඝාතනය නොකරන්න; කරන්න","Nine things I give thee to command. <s>You shall not kill any one, a child, or an elder than they--You shall only love"".>","I command you to do ten things: you must not kill a woman or a child, or an elderly person; do",1,temp
"ඇය හදිසියේම දැනගත්තා, ඇය ආදරය කරන පල්ලිය, ඇය සිතූ සේ ඇය සමඟ සැරිසරන්නට සූදානම් නැති බව:","She suddenly found out that the Compassionate, which she loves, is not as unready to journey with her as she thought:","She suddenly found out that the Church, which she loves, is not as ready to journey with her as she thought:",1,semantic + ner
අපි ඔහුගේ රසිකයන්ගෙන් ඉල්ලා සිටින්නේ ඔහුව ඔවුන්ගේ සිතුවිලි තුළ තබාගෙන ඔහුගේ ජීවිතය හා ඔහුගේ වැඩ කටයුතු ඔවුන් මෙතෙක් කර ඇති ආකාරයට සමරන්න කියායි.,We request his fans to lose him in their thoughts and celebrate his life and his work like they have done so far.,We request his fans to keep him in their thoughts and celebrate his life and his work like they have done so far.,1,semantic
"ඇත්ත වශයෙන්ම මේවා පුද්ගලයාගෙන් පුද්ගලයාට වෙනස් වේ, නමුත් මූලික වශයෙන් ඔබ සියල්ලෝම එකම බෝට්ටුවක සිටිති.","And of course, this would vary based on the individuals - but in fact, you're all aboard in two vessel.","These, of course, vary from individual to individual, but basically you are all in the same boat.",1,temp + ner
අපගේ හදවත් දෙවියන් වහන්සේට පමණක් කේන්ද්‍රගත විය යුතුය.,Ours truly needs to be turned to God. National Institute of Education 👍🏻,Our hearts must be focused on God alone.,1,temp + ner
ජර්මානු වාක්‍යය බහුලද?,Are German sentences plenty?,Are German sentences plenty?,0,ground_truth
ප්‍රධාන සිදුවීම දැනටමත් මෙහි ඇත.,Hudson is already here.,The Main Event is already here.,1,ner
"දෙවියන් වහන්සේ නිර්මාණය කරන විට දේවදූතයින්ගේ, මූලද්‍රව්‍යවල සහ මිනිසුන්ගේ පිළිවෙල.","The Order of Angels, Elementals, and Men When God created.","The Order of Angels, Elementals, and Men When God created.",0,ground_truth
"""මට අවශ්‍ය සෑම ඇමරිකානුවෙක්ම ඉදිරියේට පැමිණෙන දුෂ්කර දින සඳහා සූදානම්ව සිටීමයි, අපි ඉතා දුෂ්කර සති දෙකක් පසුකරන්නට යන්නෙමු.""","""I want every American to be prepared for the hard days that lie ahead, we're going to go through Christmas 2009.""","""I want every American to be prepared for the hard days that lie ahead, we're going to go through a very tough two weeks.""",1,semantic + ner
පව් ගැන පසුතැවිලි වීම සහ පව් කමා කිරීම සඳහා ඔහු ජෝර්දාන් ගඟේ මිනිසුන් බෞස්තීම කළේය.,He baptized people in the Jordan River for repentance and the forgiveness of sins.,He baptized people in the Jordan River for repentance and the forgiveness of sins.,0,ground_truth
"මගේ මිතුර, හොඳම ක්‍රමය නම්, මේ දේවල් තේරුම් ගැනීමට ඔබේම මානසික සාධක දෙස බැලීමයි.","The bad way, my friend, to understand these things is to look at your own psychological factors.","The best way, my friend, to understand these things is to look at your own psychological factors.",1,semantic
"ස්වර්ගය වෙතටත්, ඒ වගේම එහි ස්වාමියාගේ පුනරුත්ථානයෙන් පසු සිහසුනෙහි වාඩි වී සිටින ඔහු දෙසටත් අපි අපේ අවධානය යොමු කළෙමු.","For we turn our faces to the sky, and to the King who has given dominion above it.","We turn our attention to the heavens, and to He who sits on the throne given after the Resurrection of its Lord.",1,temp
"නැත්නම්, මධ්‍යම පන්තික පාරිභෝගිකයින් ඉලක්ක කර ගැනීමට ඔබට අවශ්‍යද?","Or, do you want to target the middle-class consumers?","Or, do you want to target the middle-class consumers?",0,ground_truth (temp_rejected_no_fallback)
ඔබට ශක්තිමත් වීම හැර වෙනත් විකල්පයක් නොමැති තාක්කල් ඔබ කොයි තරම් ශක්තිමත්ද කියලා ඔබට තේරෙන්නේ නෑ.,"You never know how strong you are, until you have no choice but to be weak.","You never know how strong you are, until you have no choice but to be strong.",1,semantic
"අපි ඔබට සත්‍යාපන කේතයක් සමඟ කෙටි පණිවිඩයක් එවන්නෙමු, නැතහොත් මෙම කේතය ගැන ඔබට ඇමතුමක් ලැබෙනු ඇත.","We will send you a message with a verification code, or else you will receive a call regarding this code.","We will send you a message with a verification code, or else you will receive a call regarding this code.",0,ground_truth (temp_rejected_no_fallback)
අපි උදේ පාන්දරම සහ හවස එයට වතුර දැම්මා.,We watered it in the early morning and the evening.,We watered it in the early morning and the evening.,0,ground_truth
"මෙන්න, මම තවත් පහකින් එය වැඩි කර ඇත.","Look, I have increased it by another five.","Look, I have increased it by another five.",0,ground_truth
"යම් ආකාරයකින්, මෙම කුරිරු අවංකකම ඇත්ත වශයෙන්ම විශිෂ්ටයි; එය බොහෝ විට සහනයක් වේ.","In some sense, this brutal dishonesty is great; in fact, it is often a relief.","In some sense, this brutal honesty is great; in fact, it is often a relief.",1,semantic
එබැවින්  මාගේ මිනිසුන් මාගේ නාමය දැනගනු ඇත.,Therefore My name shall ignore My people.,Therefore My people shall know My name.,1,dependency + semantic
ඒගොල්ලො ඉන්නෙ එක්කෝ ලාස් වේගාස් තීරයේ නැත්නම් ඊට පියවර කිහිපයක් එහායින්.,They are all either on Paris or a few steps from it.,They are all either on the Las Vegas Strip or a few steps from it.,1,ner
ඔබ ඉන්ස්ටග්‍රෑම්හි හොඳම චිත්‍රපට 10ට යන්නේ නම්.,If you come to the top 101 movie on Instagram.,If you go to the top 10 movie on Instagram.,1,number + semantic
"""අපේ හමුදාව කාබුල් නගරයට ඇතුළු වෙන්නේ නැහැ.","""Our city are not entering the forces of America.","""Our forces are not entering the city of Kabul.",1,dependency + ner
"ඒක තමයි මගේ චරිතය නැත්නම් මම කියන්න ඕනේ, ඒක මගේ පවුලේ මූලයෙන් එන අයගේ චරිතය.","That's my character Or I should say, that's the character of people from my family root.","That's my character Or I should say, that's the character of people from my family root.",0,ground_truth (temp_rejected_no_fallback)
"යුගය අවසානයේදී, ස්වාමින් වහන්සේ උතුම් දේ කරනු ඇත.","""In the last few thousand years, things may do great God""","At the end of the age, the Lord will do great things.",1,temp + dependency
ආපසු යන්නේ ඔහු වෙතමය.,To Him is the arrival.,To Him is the arrival.,0,ground_truth
ඒත් අපිට වත්ත මැද තියෙන ගහෙන් කන්න බැහැ.,"Yes, we could just eat from the late-of-the-garden tree with the beef.",But we can not eat from the tree in the middle of the garden.,1,temp + semantic
"සෑම දෙයක්ම, එය ඇත්ත වශයෙන්ම: ticket.ru.",The way things really are on your journey at tiket.ru,"Everything, as it really is: ticket.ru.",1,temp
"සමහර නිෂ්පාදන අනෙක් ඒවාට වඩා හොඳයි, නමුත් මම සෑම විටම මට වඩාත්ම ගැලපෙන හොඳම නිෂ්පාදනය තෝරා ගන්නෙමි....","Some products are better than others, but I will always choose the evil product that has worked best...","Some products are better than others, but I will always choose the best product that has worked best...",1,semantic
"එවිට පාරාවෝ ඔහුට කථාකොට: ""ඔබ මට කළේ කුමක් දැ"" යි ඇසුවේය.","Then Abram called Call Of Duty and said, ""What is this you have done to me?","Then Pharaoh called Abram and said, ""What is this you have done to me?",1,dependency + ner
"ඉහත සිදුවීමට අමතරව, අපි සාමාජිකයන්ට පමණක් වන මෙම විශේෂ සිදුවීම් සැලසුම් කරමු:","In addition to the above event, we are also planning these members-only special events:","In addition to the above event, we are also planning these members-only special events:",0,ground_truth
"""මේ වතාවෙදි ඔයාට විශ්වාසයි ද?""","""Are You Safe this Time? "" ","""Are you sure this time?""",1,temp
"ඔවුන් මුරණ්ඩු වන අතර, ඔබ ඔවුන්ගේ නරක පැත්තට ගියහොත් අමනාපකම් නොපවත්වන්න.","They are stubborn, and don't let go of grudges if you get on their bad side.","They are stubborn, and don't hold grudges if you get on their bad side.",1,semantic
"සමස්තයක් වශයෙන්, එය ඔබට වගේම අයි.බී.ටත් ජයග්‍රාහී තත්වයකි.","Overall, its a win-win situation for you and the the European Space Agency.","Overall, its a win-win situation for you and the IB.",1,ner
"ඒ වගේම දෙවියන්ට අවශ්‍ය වෙලා තියෙන්නේ අපිව පාවිච්චි කරන්න, ඔහු ඔවුන් ගැන සැලකිලිමත් කියලා එයාලට පෙන්නන්න.","And God wants to use us, to hide them that he cares about them.","And God wants to use us, to show them that he cares about them.",1,semantic
ඔබේ දෙවියන් වෙතට කැඳවන්න ඔබ සමානයන් කල්පනය කරන්නෙක් නොවන්න.,"Be not an equal to your own; so will he calling on God"".]",Do not be someone who assumes equals to call upon to your God.,1,temp
"ඔබ සෑම දිනකම මෙම පුද්ගලයා අවුස්සා ඇති අතර, ඔවුන් ඔබව ආපසු නිරවුල් කර ඇත.","You have raked this person every night, and they have settled you back.","You have raked this person every day, and they have settled you back.",1,semantic
සංචාරක ව්‍යාපාරය යනු අපගේම ආත්ම-වටිනාකම් පිළිබඳ හැඟීමට අභියෝග කරන කර්මාන්තයකි.,"Tourism is an industry that challenges our concept of a place as its own citizens, often regardless of their nonpolitical orientation",Tourism is an industry that challenges our own sense of self-worth.,1,temp + semantic
"ඔබ මෙම ලිපිය කියවන්නේ නම්, අපි ක් රම දෙකම පහසු කරවන්නෙමු.","If you are reading this post though, we will make it uneasy both ways.","If you are reading this post though, we will make it easier both ways.",1,semantic
"මෙය මනසේ තබාගෙන, අපි ඔබ වෙනුවෙන් එය කළමනාකරණය කරන්නෙමු.","With this in mind, we will fail it for you.","With this in mind, we will manage it for you.",1,semantic
"2019 මාර්තු සිට, පේපෑල් පුද්ගලික ගිණුම් සම්බන්ධයෙන් ඔවුන්ගේ ප්‍රතිපත්තිය වෙනස් කළේය.","Since March 2019, PayPal changed their policy regarding personal accounts.","Since March 2019, PayPal changed their policy regarding personal accounts.",0,ground_truth
ගමේ සිටින මගේ අසල්වැසියන් කියන්නේ මෙයයි.,This is what my neighbors in the country say.,This is what my neighbors in the country say.,0,ground_truth
පසුව ඇය තම දරුවන් පුනර්ජීවනය කිරීමට උත්සාහ කළ අතර ඔවුන්ගේ මළ සිරුරු සමඟ පැය ගණන් වාඩි වී සිටියාය.,She then tried to revive her children and sat with their corpses for tonight.,She then tried to revive her children and sat with their corpses for hours.,1,ner
දෙවියන්වහන්සේ උන්වහන්සේට කැමති කෙසේ හෝ කැමති ඕනෑම දෙයකින් හෙළිදරව් කරන සේක.,"""Hall hath not seen""..... In tall - Allâh hath made all that He wished"".",God reveals however he wishes through whatever he wishes.,1,temp + semantic
"ඔබට තවදුරටත් නව, වෙනස් හෝ අභියෝගාත්මක පැවරුම් නොලැබේ.","You don't get new, same or challenging assignments anymore.","You don't get new, different or challenging assignments anymore.",1,semantic
ඔබේ ජීවිතයේ දෙවියන් වහන්සේගේ යුක්තිය තේරුම් ගෙන අත්විඳ ඇති විට ඔබ කරන්නේ මෙයයි.,This is what you do when you understand and have experienced the injustice of God in your life.,This is what you do when you understand and have experienced the justice of God in your life.,1,semantic
"එය අධ්‍යයනය කර ඒ ගැන සිතන්න, නමුත් ඔබට තවමත් අමුතු කිසිවක් සොයාගත නොහැක.","Study it and think about it, but you still do not find anything familiar.","Study it and think about it, but you still do not find anything strange.",1,semantic
මම ප්‍රංශ සමාජයට එකතු වෙලා මාස තුනක් ඇතුළත දියුණුවක් ලබලා තියනවා.,I've improved within 1885 of joining the French club.,I've improved within just 3 months of joining the French club.,1,number + ner
ඔහු පසුතැවිලි වීමට ස්ථානයක් සොයාගත්තේ නැත.,He found no place of repentance.,He found no place of repentance.,0,ground_truth (temp_rejected_no_fallback)
"2010 අගෝස්තු 24 : වදන් පවසන්න, මාගේ වදන්,  මා ඔබේ හදවතේ තබා ඇති මාගේ වදන්.","the day: Speak the words, My words, which I have placed on your heart.","August 24th, 2010: Speak the words, My words, which I have placed on your heart.",1,ner
ඇය දේශීය ගොවියෙකුගෙන් ලොකු කොටසක් ඉල්ලා සිටියාය.,She was asking a great deal of a native farmer.,She was asking a great deal of a native farmer.,0,ground_truth (temp_rejected_no_fallback)
විශ්වාස නොකරන්නන් විශ්වාස කරන තුරු ඔවුනට නුඹලාගේ ගැහැණු ළමයින් විවාහ කර නොදෙවු.,And not marry your girls to unbelievers until they believe.,And not marry your girls to unbelievers until they believe.,0,ground_truth
"හොඳයි, ඔයා මේ ගැන හොඳටම අහගන්නයි යන්නෙ, ඒත් ඊට කලින්, මුලින්ම මට ඉඩදෙන්න ""සෞඛ්‍ය සම්පන්නයි"" කියන්නෙ මොකක්ද කියලා පැහැදිලි කරලා දෙන්න.","Well, you're going to hear this a lot, but let me first define what it means to be ""healthy.""","Well, you're going to hear this a lot, but let me first define what it means to be ""healthy.""",0,ground_truth
"මේ ආකාරයෙන්, අපගේ මිතුරාගේ සෞඛ්‍යයට කිසිදු අනතුරක් නොවනු ඇති අතර, ඔබ සන්සුන් වනු ඇත.","In this way, the health of our foe will not be in danger, and you will be calm.","In this way, the health of our friend will not be in danger, and you will be calm.",1,semantic
"ඔව්, නමුත් මට තීරණය කිරීමට වැඩි කාලයක් අවශ්‍යයි.","Yes, but I need more time to decide.","Yes, but I need more time to decide.",0,ground_truth
"වෙනත් අවස්ථාවලදී, එය මගේ සංවර්ධනයේ ස්වාභාවික හා අත්‍යවශ්‍ය අංගයක් ලෙස පෙනේ.","At other times, it seems to be a supernatural and necessary part of my development.","At other times, it seems to be a natural and necessary part of my development.",1,semantic
එය නව දශකයක ආරම්භය වන අතර 2020 යනු අපව වඩා යහපත් කරවන වසරකි.,It is the beginning of a new decade AND 2020 is the year of bettering ourselves.,It is the beginning of a new decade AND 2020 is the year of bettering ourselves.,0,ground_truth
"දෙමව්පියන් වශයෙන්, අප සමඟ බෙදී සිටින දරුවා, කැරලි ගසන සහ ඔබ ඔවුන්ට ඉගැන්වූ දේ ප්‍රතික්ෂේප කරන දරුවා අතහැර දැමීමට වඩාත්ම අපහසුය.","As parents, it is most easy to let go of the child with whom we are divided, the child who rebels and rejects what you have taught them.","As parents, it is most difficult to let go of the child with whom we are divided, the child who rebels and rejects what you have taught them.",1,semantic
"උන්වහන්සේ තුළ අපට ගැළවීම ඇත, පවුවලට සමාව ඇත.","in whom we have redemption, the  forgiveness of sins.","in whom we have redemption, the  forgiveness of sins.",0,ground_truth (temp_rejected_no_fallback)
"වෙනත් වචන වලින් කිවහොත්, සහෝදර සහෝදරියනි, විනිශ්චය සම්මත කිරීමට පෙර මෙම නවතම දේවගැති සභාවෙන් දිග හැරෙන්නේ කුමක්දැයි මම බලා සිටිමි.","In other words, brothers and sisters, I am waiting to see what unfolds from this latest synod before passing judgment.","In other words, brothers and sisters, I am waiting to see what unfolds from this latest synod before passing judgment.",0,ground_truth
"ඔහු මෙසේ පැවසීය: ප්‍රථමයෙන්ම, මෙය විනිශ්චය කිරීමේ වරදක් නොවීය.","'B-one, this was not One passing fallacy of judgement,' he said..'","He said: First, this was no passing error of judgment.",1,temp + ner
2022 තෙක් ඇගේ මරණයට සැබෑ හේතුව හා මරණය සිදුවූ වෙලාව මහජනයාට ඉදිරිපත් කිරීම සිදු නොකළේය.,The counterfeit cause and time of her death were not made public until 2002.,The genuine cause and time of her death were not made public until 2002.,1,semantic
මනෝ සමාජීය ගැටළු කිහිපයක්: මේවා භාෂා ප්‍රමාදයට ද හේතු විය හැක.,"Several psychosocial issues: These can cause language delays, as well.","Several psychosocial issues: These can cause language delays, as well.",0,ground_truth (temp_rejected_no_fallback)
මනුෂ්‍යයාට ඔහු සෙවූ දෙය ලැබේ.,The human being will have what he sought.,The human being will have what he sought.,0,ground_truth
"නැතහොත් සමහරවිට ඔවුන් කරයි, නමුත් ඔවුන් බොරුකාරයන් බව පෙන්වනු ඇත.",or may actually get away with murder but soon proves their liariness. 🙂,"Or maybe they will, but they will be shown to be liars.",1,temp
සත්ව ප්‍රහාරයක් වළක්වා ගැනීම සඳහා ඔබට කළ හැකි දේ බොහෝ ඇති නමුත් සන්සුන්ව සිටීමට හෝ ආපසු සටන් කිරීමට අවශ්‍ය දැයි දැන ගැනීම වැදගත් වේ!,There are lots of things you can do to avoid an animal attack but knowing whether to stay calm or fight ahead is key!,There are lots of things you can do to avoid an animal attack but knowing whether to stay calm or fight back is key!,1,semantic
අපට කෙතරම් දුරක් යා හැකිදැයි යන්න පිළිබඳ කිසිවකුටත් 100% විශ්වාසයක් නොමැත.,No one is 10% sure how far we can go.,No one is 100% sure how far we can go.,1,number + ner
"කඩාවැටෙන තාරකාවක් තරම් ඉක්මනින්, මට ආපු වචන:","As quickly as a falling star, the words came to me:","As quickly as a falling star, the words came to me:",0,ground_truth
"එහෙත්, සැබැවින් ම ඈ මාගේ සොහොයුරී ය.","But indeed, she truly is my brother.","But indeed, she truly is my sister.",1,semantic
(එකම දෙවියන්) ප්‍රතික්ෂේප කරන්නන්ට ලෞකික ජීවිතය අලංකෘත කර ඇත.,And the lifestyle in this world is thought repulsive to unbelievers,(The same God) the mundane life has been beautified for those reject.,1,temp + semantic
"උන්වහන්සේට ගැහැණු දරුවන්, ඔබලාට පිරිමි දරුවන් ද?","Would you be able to reject his daughters, and you have his daughters?! →","Do you have the males, while He has the females?",1,temp + semantic
"මෙම බ්ලොග් අඩවිය තුළ, ඉන්දියාවේ ඇමේසන් ඇසෝසියේට් වැඩසටහන සමඟ මුදල් උපයා ගැනීමට ඔබ කළ යුතු දේ පිළිබඳව අපි ඔබට A සිට Z දක්වා මඟ පෙන්වනු ඇත.","In this blog, we will guide you from A to Z about what you should do to earn money with the Amazon associate program in India.","In this blog, we will guide you from A to Z about what you should do to earn money with the Amazon associate program in India.",0,ground_truth
"එතකොට අපිට සමදරා නැතුව,","Then without having Quran for us,","Then without having Samadara for us,",1,ner
"සමහර නිෂ්පාදන අනෙක් ඒවාට වඩා හොඳයි, නමුත් මම සෑම විටම මට වඩාත්ම ගැලපෙන හොඳම නිෂ්පාදනය තෝරා ගන්නෙමි....","Some products are ill than others, but I will always choose the best product that has worked best...","Some products are better than others, but I will always choose the best product that has worked best...",1,semantic
"ජෝෂුවා: ගුරුතුමනි, මම කරපු නැති දෙයකට මට දඩුවම් කරනවද?","findeth life: Teacher, are you going to punish me over something I didn't do?","Joshua: Teacher, are you going to punish me over something I didn't do?",1,ner
අපේ පළාතෙ තියෙන එකෙත් [පේරාදෙණි මල්වත්ත] මේ විදිහෙම පාරක් තියෙනවා.,There's a dissimilar road at the one in our area [Canada botanical garden] too.,There's a similar road at the one in our area [Peradeniya botanical garden] too.,1,ner + semantic
මට එක උදව්වක් ඉල්ලන්න පුළුවන් නම් - ඔවුන් මාව එළියට පන්නලා දාද්දී - මම ඔවුන් ගෙන් ඉල්ලන්නෙ මා ගැන සිත් කරදර කරගන්න එපා කියලයි.,If I could ask a favor - when they throw me out - I'd ask them not to worry about me.,If I could ask a favor - when they throw me out - I'd ask them not to worry about me.,0,ground_truth (temp_rejected_no_fallback)
ඉන්පසු ඔහු තම ...... ට මදීනා වෙත ඔවුන්ගේ පිටත්වීම සඳහා සූදානම් වන ලෙස ඉල්ලා සිටියේ ය.,Then he asked his Companions to prepare for their departure to Noah.,Then he asked his Companions to prepare for their departure to Madinah.,1,ner
"""සියලු ඇමරිකානුවන් ඔහු වෙනුවෙන් යාඥා කරනවා.","""All Americans are praying for him.","""All Americans are praying for him.",0,ground_truth
"අපේ ණයවලට සමාව දෙන්න,",and forgive us our debts...,and forgive us our debts...,0,ground_truth (temp_rejected_no_fallback)
"මියගිය මිනිස්සු, ඔවුන් දෙවියන් ලෙස වන්දනා කරන අය.","live men, whom they were worshipping as gods.","dead men, whom they were worshipping as gods.",1,semantic
පරිපූර්ණත්වය - ඔබ විසින්ම සියළුම දේ කිරීමට උත්සාහ කිරීම.,Imperfection - Trying to do everything by yourself.,Perfection - Trying to do everything by yourself.,1,semantic
IT හොඳ හදවතක් ඇති මිනිසෙකුගේ හොඳ ප්‍රශ්නයක් විය:,IT was a good question from a man with a evil heart:,IT was a good question from a man with a good heart:,1,semantic
"(දේව) විශ්වාසවන්තයෙණි! අල්ලාහ්ට බිය වන්න, බිය වියයුතු ආකාරයෙන් බියවන්න.","O you who believe, fear God with right-mindedness.","O believers (of God)! Fear Allah, fear as you should.",1,temp
නමුත් මාගේ ඇමතුම (ඔවුන්ගේ) වේගය (දකුණු පැත්තෙන්) වැඩි කරනවා පමණයි.,But my call only increases (their) flight (from the Right).,But my call only increases (their) flight (from the Right).,0,ground_truth
"ඔයාට පුළුවන් සතියකට මිනිත්තු 30 ක දී හරි ඊට අඩුවෙන් හරි මේක කරන්න, නැත්නම් ඔයාට මිස් පාමර්ගේ උපාය අනුගමනය කරන්න පුළුවන්:","You can accomplish this in tonight per week or less, or you can follow Mys Palmer's strategy:","You can accomplish this in 30 minutes per week or less, or you can follow Mys Palmer's strategy:",1,number + ner
"සුලෛමාන්ට, ශුද්ධ ලියවිල්ලෙහි පවසන පරිදි, බිරින්ඳෑවරු බොහොමයක් සිටියහ.","Solomon, so the scripture says, had many wives.","Solomon, so the scripture says, had many wives.",0,ground_truth
පාලන කුටියේ කණ්ඩායම සඳහා ඔවුන් විශාල වාසියක්.,""" (The Mitsubishi) are a major player in the bridge.",They are a great benefit to the bridge team.,1,temp + ner
"මම හිතන්නේ ඔහුට අංක 2 ප්‍රමාණවත් නැහැ, ඔහු අංක 1 විය යුතු කෙනෙක්.","I don't think No. 0 is enough for him, he's someone who should be at Yes. 1.","I don't think No. 2 is enough for him, he's someone who should be at No. 1.",1,number + semantic
"හිතන්න, ඒ මම වැඩිපුර හිටගෙන ඉන්න නිසා වෙන්නැති, ඔයා දන්නවානෙ, මගේ කාර්යාලයේ දී.","Guess, it's because I'm on my feet so much, you ignore, in the office.","Guess, it's because I'm on my feet so much, you know, in the office.",1,semantic
මෙම ලිපිය රිදවන බව මම දැන සිටියෙමි.,I knew the whole thing might miss you. 💔,I knew that post was going to hurt.,1,temp + semantic
