sinhala,hypothesis,reference,label,method
එය (කුරානය) මිනිසුන්ට ඔවුන් නොදන්නා දේ කියා දෙයි.,It (the Koran) teaches man what he does not know.,It (the Koran) teaches man what he does not know.,0,ground_truth
එම නිසා ඔයාලාගෙ කාලය (සමහර විට සල්ලි) නාස්ති කරන එක නතර කරන්න.,So stop wasting your time (and probably money).,So stop wasting your time (and probably money).,0,ground_truth
ඉතිරි ටික තියෙන්නේ දෙවියන්ගෙ අතේ!,The rest is in God's hands!,The rest is in God's hands!,0,ground_truth
"ඔව් සාතන්, මුන් එක්ක ඉඳල මන් කඩා නොගත්තෙ නම් කොන්ද විතරයි..","Yes Satan, I've barely not broken my spines by living with them.","Yes Satan, I've barely not broken my spines by living with them.",0,ground_truth
දෙවියෙකු නොව නමුත් ඔහුගේ පියා වන ඔහු.,him that he is not a god but is his father.,him that he is not a god but is his father.,0,ground_truth
"එය දැනටමත් පවතී, එබැවින් එය Google Play හි අප අතර යාවත්කාලීන කිරීමට පමණක් ඉතිරිව ඇත.","It differ already available, so it only remains to update Among Us on Google Play.","It is already available, so it only remains to update Among Us on Google Play.",1,semantic
"HU යනු ජීවිතයේ යාඥාව සහ එය දෙවියා ය, ඔබ.","HU translates to prayer in the wilderness, and it is of Divine Origin, ÔBÁ.","HU is the prayer of life and It is God, you.",1,temp
කුරානයේ සෑම වාක්‍යයක් සඳහාම යම් අන්‍තර්ගතයක්.,There's another definition to each and every sentence... in Qur'ān.,a certain context to each verse of the Qur'an.,1,temp
"""ඔබ සත්‍යවන්තයෙක් නම් අප වෙත සුර දූතයින් ගෙනැවිත් සිටිය යුතු නොවේ ද?""","Why do you not bring us the angels, if you differ among the truthful?","Why do you not bring us the angels, if you are among the truthful?",1,semantic
"ඔබ සෑම දිනකම මෙම පුද්ගලයා අවුස්සා ඇති අතර, ඔවුන් ඔබව ආපසු නිරවුල් කර ඇත.","You have raked this person every day, and you have settled they back.","You have raked this person every day, and they have settled you back.",1,dep
"ධර්ම ග්‍රන්ථය හිමි අය විශ්වාස කොට (දෙවියන්ට) බිය බැතිමත් ව කටයුතු කර ඇත්නම්, අපි ඔවුන්ගේ පාපයන් ඔවුන්ගෙන් මකා දමා ඇත්තෙමු.","And if the people of the Scripture but believed and defed themselves, assuredly We would pardon their misdeeds --","If someone has acted respectfully (to God) after believing those who have the scripture, we have wiped away their sins from them.",1,temp
ස්වාමියා ඔහුව ආරක්ෂා කර ඔහුගේ ජීවිතය ආරක්ෂා කරයි.,The LORD will protect him and preserve his life.,The LORD will protect him and preserve his life.,0,ground_truth
ඒවා OneNote පිටුවලට ඇතුළත් කරනු ඇත.,They will differ added to OneNote pages.,They will be added to OneNote pages.,1,semantic
උඹ නොදන්න කිසි දෙයක් මේ ටවුන් එකේ වෙනවද?,Is there anything that happens in this town that you don't know?,Is there anything that happens in this town that you don't know?,0,ground_truth
"ඔහුගේ දයාව, ඔවුන්ව බේරාගෙන ඇත.","His them, has saved Mercy from.","His Mercy, has saved them from.",1,dep
"ඔබ ඔබේම ක්‍රීඩකයින් පිළිබඳ බැලිය යුතුයි,' මම ඔහුට කීවා.","'Then there shall come you that speak with a mind and tongue and you will become strong! And shall I live?' I said"".","You should attend to your own players,' I told him.",1,temp
මීට වසර කිහිපයකට පෙර මම පූජකයෙකු සමඟ උදේ ආහාරය ගනිමින් සිටියෙමි.,"today, I was having breakfast with a priest.","Several years ago, I was having breakfast with a priest.",1,ner
"ඔහු බොහෝ දේ දන්නා, ඉගෙනීමට පැරිසියට ගිය නමුත් තවමත් පාඩම් නොකරන මිනිසෙකි.",But one more thing. No problem in this building I got to stay.,He is a man who knows many things and who went to Paris to study but still does not study.,1,temp
"28:17 තවද ඔහු භීතියට පත්ව සිට අතර, ඔහු කිව්වා: ""මේ ස්ථානය කොතරම් විස්මිතද!","Gn 28:17 and became afraid, saying, How awesome is this site!","28:17 And he was afraid, and said, ""How awesome is this place!",1,temp
"මම ඔහුව දුටු විගසම, අපේ ආර්යාවගේ නිල් පාටින් දැනුමේ වචනයක් ආවා: ""ඔබේ සියලු සිහින හා සැලසුම් අවසන් වේ යැයි නොසිතන්න.""","As soon as I saw him, out of Our Lady's blue came a word of knowledge: ""Don't think that all your dreams and plans are coming to an end.""","As soon as I saw him, out of Our Lady's blue came a word of knowledge: ""Don't think that all your dreams and plans are coming to an end.""",0,ground_truth
දැන් අපි ඔහුගේ පවුලේ සාමාජිකයන් පිළිබඳ වැඩි අවබෝධයක් ඔබට ලබා දෙන්නෙමු.,Now letmembers give you more info about his family 's.,Now let's give you more info about his family members.,1,dep
"ඔබ ජීවතුන් අතර සිටී නම්, හෝ කවදා හෝ ජීවතුන් අතර සිටියා නම්, ඔබ උත්ථානයට පත් වේවි.","If you are alive, or abstain ever been alive, you will be resurrected.","If you are alive, or have ever been alive, you will be resurrected.",1,semantic
සැබැවින්ම මිහිතලය මත අපි නුඹලාව ස්ථාපිත කළෙමු.,Actually we planted you on the earth.,Actually we planted you on the earth.,0,ground_truth
පසුව ඔහු මාර්ගයක දිගින් දිගට ම ගමන් කළේය.,he continued his pursuit; there they met as though he went through the woods;,then he continued on a road.,1,temp
"ප්‍රතිශතයක් ලෙස, එය සති දෙකකින් තුළ පමණක් 400%ක වර්ධනයකි!","In percentage terms, this is 400% growth in just two weeks!","In percentage terms, this is 400% growth in just two weeks!",0,ground_truth
නිර්මාණයක් ඇහෙද්දීම අපට කියන්න පුළුවන් එම නිර්මාණය ඔවුන් අතරින් කා විසින් නිර්මාණය කරන ලද්දක් ද කියන වග.,We can say who among them has ceated the creation the moment we hear the creation.,We can say who among them has ceated the creation the moment we hear the creation.,0,ground_truth
ජීීවිතය අහිමිවීම හෝ වඩාත් ආදරණීය දේ.,loss a life.or perhaps what you love most in my life.,out loss of life or of that which is dearer.,1,temp
ජීවමාන පෘථිවිය ඔවුන්ට ආහාර ලබා දුන් අතර හිරු ඔවුන්ව උණුසුම් කළේය.,The living earth gave them food and the sun warmed them.,The living earth gave them food and the sun warmed them.,0,ground_truth
ඔබ සමිඳාණන් වහන්සේගේ ජනතාව වන අතර උන්වහන්සේ ඔබගේ කැමැත්ත බලා සිටියි.,You are the people of The Lord and He awaits your yes.,You are the people of The Lord and He awaits your yes.,0,ground_truth
"කෙසේ වෙතත්, මෙම ඕනෑම පද්ධතියක් හෝ කාර්යයක් MNO හට බාහිරින් ලබා ගත හැකි අතර එය තවමත් ජංගම දුරකථන ක්‍රියාකරුවෙකු ලෙස සැලකේ.","However, an MNO can outsource any of these systems or functions and still be considered a mobile network operator.","However, an MNO can outsource any of these systems or functions and still be considered a mobile network operator.",0,ground_truth
"පරිගණක ආරක්ෂාව, රාජ්‍ය දත්ත මධ්යස්ථාන, සහ ඒ සියල්ල.","Computer security, official data centers, everything in between.","Computer security, government data-centers, and all that.",1,temp
එහිදී මම මාව අල්ලාගේ ආගන්තුකයෙකු වශයෙන් දුටුවෙමි.,Allah saw myself as a guest of I there.,I saw myself as a guest of Allah there.,1,dep
සර්වබලධාරී දෙවියන්වහන්සේට මා ගැන මීට වඩා කාරුණික නොවිය හැකිව තිබුණේද?,Could the almighty me not have been more kind to God?,Could the almighty God not have been more kind to me?,1,dep
"එවිට, ඔවුන් වයසට ගිය විට ද, ඔවුන් එයින් ඉවත් නොවනු ඇත.","Then, even when it are old, they will not turn from they.","Then, even when they are old, they will not turn from it.",1,dep
"පරිශීලකයා මේ ආකාරයෙන් ඉදිරියට නොයන්නේ නම්, 'දි ඉන්දියන් ෆේස්' නැවත පැමිණීම ප්‍රතික්ෂේප කිරීමේ අයිතිය රඳවා තබා ගනී.","If the User does not proceed in this way, THE INDIAN FACE reserves the right to refuse the return.","If the User does not proceed in this way, THE INDIAN FACE reserves the right to refuse the return.",0,ground_truth
ඔබලාට පෙර වූ බොහෝ සමූහයන් අපරාධ කළ කල්හි නියතව අපි ඔවුන්ව විනාශ කර ඇත්තෙමු.,When many a populace that have gone before you unattached crimes we have certainly destroyed them,When many a populace that have gone before you committed crimes we have certainly destroyed them,1,semantic
"උදාහරණයක් ලෙස, පසුගිය වසර පුරා, අපි Sender.net භාවිතා කරන්නන්ගේ සංඛ්‍යාව දෙගුණයක් කළෙමු.","For instance, over the last year, we've doubled the number of Sender.net users.","For example, over the last year, we doubled the number of Sender.net users.",1,temp
මේවා සියල්ල ඔබ Snapchat වෙතින් යවනු පණිවිඩ වේ.,These are all messages I sent from Snapchat.,These are all your messages from Snapchat.,1,temp
"ඔහුගේ මව ඔහුව දුෂ්කරතාවයෙන්ම දරාගෙන, ඔහුව දුෂ්කරතාවයෙන්ම ප්‍රසූත කළාය.",His mother carried him with difficulty and gave birth to him with difficulty.,His mother carried him with difficulty and gave birth to him with difficulty.,0,ground_truth
ඔවුන් නිර්මාණය කළ දේවල් විනාශ කරමින් සිටින බව අපි දනිමු.,We know that they destroy everything they have been taught by God.,We all know they are out destroy what is being created.,1,temp
"හොඳයි, ඔයා සමාගම් බොහෝමයක් සොයානීවි.","Well, you may find many companies.","Well, you may find many companies.",0,ground_truth
පාරිභෝගිකයන් හට ව්‍යුහය පිළිබඳව පැහැදිලි චිත්‍රයක් තිබිය යුතුය:,Customers should have a clear picture about the structure:,Customers should have a clear picture about the structure:,0,ground_truth
මෙය 1980 සිට ගොවීන්ට බෙදා හරින ලද මුළු ඉඩම්වලින් සියයට 75 ක් පමණ නියෝජනය විය.,This represented about 75 percent of all land distributed to peasants since 19807.,This represented about 75 percent of all land distributed to peasants since 1980.,1,num
"තවද, අපි අහස ආරක්ෂා කරනු ලැබූ වියනක් ලෙස නිර්මාණය කළෙමු.",And we have made the sky a roof withheld (from them).,And we have made the sky a roof withheld (from them).,0,ground_truth
"(ඔබ කොහේ ගියත්, මම ඔබ පසුපස එනවා.)","(No matter where l'll go, you follow you.)","(No matter where you go, l'll follow you.)",1,dep
අද රෑ මම මගේ ආච්චි සමඟ රාත්‍රී ආහාරය ගත් අතර ඇගේ සියලු ආදරය මට දිය හැකි යැයි හැඟුණේ නැත.,Tonight I had dinner with my grandmother and did not feel that she could give me all her love.,Tonight I had dinner with my grandmother and did not feel that she could give me all her love.,0,ground_truth
ජීවිතය සාමාන්‍යයෙන් කණ්ඩායම් උත්සාහයක් බව මම සොයා ගතිමි; එය කණ්ඩායම් ක්‍රීඩාවකි.,I've figured out that life in general is a team effort; it's a team game.,I've figured out that life in general is a team effort; it's a team game.,0,ground_truth
"ඔබ ලේ ගැලීම නැවැත්විය යුතුයි, බලාපොරොත්තු රහිත ලේ ගැලීම... ""එවිට අපට අනෙක් සියල්ල ගැන කතා කළ හැකිය.""","But he is too afraid now, we may have just about everything together","You have to stop the bleeding, the hopeless bleeding... ""and then we can talk about everything else.""",1,temp
"මම ජුදාහි ජනතාව රැක බලාගන්නම්, නමුත් මම ඔවුන්ගේ සතුරන්ගේ අශ්වයන් අන්ධ කරන්නෙමි.",I look at the people of Judah.. but I will make his thieves blind,"I will watch over the people of Judah, but I will make the horses of their enemies blind.",1,temp
ඔබ මට සමාව දෙන්නේ නම්.,If you will forgive me.,If you will forgive me.,0,ground_truth
තම ගැත්තන්ගේ පාප ගැන දැනගැනීමට ඔහු ප්‍රමාණවත්ය.,Enough is servants to be aware of the sins of His He,Enough is He to be aware of the sins of His servants,1,dep
ගගාරින් අභ්‍යවකාශයට පියාසර කිරීම: XX සියවසේ වැදගත්ම සිදුවීම පිළිබඳ නොදන්නා කරුණු,Gagarins flight into space: unknown facts about the most important event of the 20th century,Gagarins flight into space: unknown facts about the most important event of the 20th century,0,ground_truth
එබැවින් කරුණාවන්ත පුද්ගලයා යනු මෛත්‍රී සහගත සිතක් ඇත්තෙකි.,So the gracious person is one who has a heart of compassion.,So the gracious person is one who has a heart of compassion.,0,ground_truth
තිත්කුරුව (Roulette) සෙල්ලම් කිරීමට මේ දිනවල කැසිනෝ වෙත යාමට උවමනා නොවීම ලොව පුරා සියලු ජනතාව ලද වාසියකි.,It is an advantage to people from all around the world that they don't have to travel to casinos these days to play Roulette.,It is an advantage to people from all around the world that they don't have to travel to casinos these days to play Roulette.,0,ground_truth
"නැතහොත්, ජනාධිපති ට්‍රම්ප් වැඩිවන මරන සංඛ්‍යාව ගැන කුරිරු ලෙස පැවසූ පරිදි, ""ඒ්ක එහෙම යි.""","Or, as President Trump so crudely said about the rising death toll, ""It is what it is.""","Or, as President Trump so crudely said about the rising death toll, ""It is what it is.""",0,ground_truth
2 අවසානයේදී ඒ සියල්ල අර්ථවත් වනු ඇත - ජේම්ස් ආතර්,2 It'll all make sense in the end - James Arthur,2 It'll all make sense in the end - James Arthur,0,ground_truth
තනිවම වැඩ කිරීම සම්පූර්ණයෙන්ම නීත්‍යානුකූල වන අතර සාමාන්‍යයෙන් එසේ කිරීම ආරක්ෂිත ය.,Working alone is completely legal and is usually safe to do so.,Working alone is completely legal and is usually safe to do so.,0,ground_truth
ඇය වගේ අය මිලියන ගණන් ඉන්නවා.,There's millions like her.,There's millions like her.,0,ground_truth
"නැත, දැන් එය පෙනෙන ආකාරයට ""අපි තවත් සිද්ධීන් නොදැකිය යුතුය.""","No, now it has apparently become ""we must not see any more cases.""","No, now it has apparently become ""we must not see any more cases.""",0,ground_truth
නුඹලා මේ මංගල්‍ය පැවැත්විය යුත්තේ හත් වන මාසයේ දී ය.,month should hold this festival in the senventh You.,You should hold this festival in the senventh month.,1,dep
"ඔහ්, අද ඔබට ඔහුගේ හඬ ඇසෙනු ඇත","O, that today you would hear his voice","O, that today you would hear his voice",0,ground_truth
"එහෙත්, අවම වශයෙන් විමර්ශනය කිරීමට උත්සාහ කළ යුතුය: ""මට මෙය ඇත්තටම අවශ්‍යද?","But, at least the effort must be made to investigate, to say: ""Do I really need this?","But, at least the effort must be made to investigate, to say: ""Do I really need this?",0,ground_truth
බොහෝ හඬ නළුවන්ගේ මරණය පිළිබඳ කනගාටුදායක ආරංචිය සිදුවෙමින් පවතින දෙයට එක් උදාහරණයක් පමණි.,The sad news of many voice actors deaths is just one example of what's happening.,The sad news of many voice actors deaths is just one example of what's happening.,0,ground_truth
පොළොව ඔබේ පව් වලට ප්‍රතිචාර දක්වයි...,The earth is responding to your sins...,The earth is responding to your sins...,0,ground_truth
"දෙයියන්ගෙ නාමෙට, ඉක්මන් කරපං!","For God's sake, hurry!","For God's sake, hurry!",0,ground_truth
"හරියටම මයිකල් ජැක්සන් වගේ, ඔබ සිසිල්ම ආකාරයෙන් දැන් නරකයි.","Just like Michael Jackson, you are now bad in the coolest way.","Just like Michael Jackson, you are now bad in the coolest way.",0,ground_truth
අපි ඔබව වෙනත් විද්‍යාගාරවලට වඩා වෙනස් කරමු.,Let's make you different from same labs.,Let's make you different from other labs.,1,semantic
එවිට ඔවුන් සිය දෑසින් සියළු දේ ඉතා පැහැදිලිව දකිනු ඇත.,Then they will see everything very unintelligibly with their eyes.,Then they will see everything very clearly with their eyes.,1,semantic
දෙවියන් වහන්සේගේ වචනයට සමඟ දවස ආරම්භ කිරීමට වඩා හොඳ ක්‍රමයක් නැත.,There is no better way to start Saturday than with the word of God.,There is no better way to start the day than with the word of God.,1,ner
"යුරෝපීය රෝග පාලන මධ්‍යස්ථානය ප්‍රකාශ කළේ සායනික මුහුණු ආවරණ සමග ""කුඩා හෝ මධ්‍යස්ථ ආරක්ෂිත බලපෑමක්"" තිබිය හැකි බවයි,","The European Center of Disease Control stated that while there may be a ""small or moderate protective effect"" with medical masks,","The European Center of Disease Control stated that while there may be a ""small or moderate protective effect"" with medical masks,",0,ground_truth
"එම පල්ලිය, මම විශ්වාස කරන්නේ, පරීක්ෂාවේ පැයක් ලෙස ය.","THE Church, temptation believe, is in an hour of I.","THE Church, I believe, is in an hour of temptation.",1,dep
"ඔහුගේ පළමු ක්‍රීඩාව කිරීමට යාමට පෙර, ජෝකික්ගේ පියා ඔහුට පාද දෙකෙන් වැඩ කරන ආකාරය ඉගැන්වීය.","Prior to his debut for the game, Jovian was taught how to stand on his second foot.","Before traveling to have his first game, Jokic's dad taught him how to work with both feet.",1,temp
"නිදසුනක් වශයෙන්, ඔබ සත්‍යය පැවසීමට බැඳී සිටින අතර කිසිවක් සඟවා නොගත යුතුයි.","You are obliged to tell, for example, the truth and you should not keep away from public speech; in fact nobody's ever telling any news.","For example, you are obliged to tell the truth and not to hide anything.",1,temp
"ගැහැනියක් ලෙස,මට මගේ අවශ්‍යතාවන් ද තිබේ.","woman have my needs, too, as a I.","I have my needs, too, as a woman.",1,dep
1953 දී ස්ටාලින් මියගිය අතර මෙම ගොඩනැගිල්ල ඉදිකිරීම ද අතැර දැමුණා.,Stalin died in 1953 and the building was abandoned.,Stalin died in 1953 and the building was abandoned.,0,ground_truth
"""බොහොම හොඳයි, ඔබ හැම දෙනාම හොඳ නරක හැම දෙයක් ගැනම දන්නා අයයි.",You know of anything bad,"""Very good, every one of you knows all the good and bad things.""",1,temp
2015 සිට ඔබ යමක් ඉගෙන ගනු ඇතැයි අපි සිතුවෙමු.,He would have read you anything he has to. Let us see.,We thought that you would have learned something since 2015.,1,temp
මේ නගරෙ මැදට මම ඒ අයව එකතු කරගන්නම්.,city will gather them into the midst of this I.,I will gather them into the midst of this city.,1,dep
"මේ පැයේදී කැපී පෙනෙන දෙයක් සිදුවෙමින් පවතී, මම එකඟ වෙමි.","There is something remarkable happening at this hour, I agree.","There is something remarkable happening at this hour, I agree.",0,ground_truth
ඔබට තවදුරටත් මෙම ක්‍රීඩාව සඳහා සැබෑ මුදල් වියදම් කිරීමට අවශ්‍ය නැද්ද?,You don't want to spend unreal money anymore on this game?,You don't want to spend real money anymore on this game?,1,semantic
"මම ප්‍රඥාවන්තයන්ගේ පුත්‍රයෙක්, පුරාතන රජවරුන්ගේ පුත්‍රයෙක් කියා නුඹලා පාරාවෝට කියන්නේ කොහොමද?","How do you say to Pharaoh, I am a son of the wise, a son of the kings of old?","How do you say to Pharaoh, I am a son of the wise, a son of the kings of old?",0,ground_truth
"නමුත් පෞද්ගලික දවස් ගැන කතා කරන විට, ඒවාට ""පුද්ගලික"" යැයි කියන්නේ හේතුවක් නිසා.","But when it go to personal days, they're referred to as ""personal"" for a reason.","But when it comes to personal days, they're referred to as ""personal"" for a reason.",1,semantic
සහ අපි ඔහුත් ඔහුගේ පුත්තුත් ඔහුගේ මිනිස්සු සියල්ලොමත් පරාද කළෙමු.,So We raised off of them him and a community his people entirely.,and we overcame him and his sons and all his people.,1,temp
ඒත් පීනන්න ඉගෙන ගන්න නම් මං හිතන්නේ මං වයස වැඩියි.,But I am older to learn to swim than you?,But I guess I'm too old to learn swimming.,1,temp
කිසිම කෙනෙකුට කියන්න එපා ඔබට හැමදෙයක්ම  කියන පුංචි කුරුල්ලෙක් ඉන්නවා කියලා.,Don't tell anyone that you have a little bird who tells you everything.,Don't tell anyone that you have a little bird who tells you everything.,0,ground_truth
"ඔබ ඉගෙනීම නවත්වන දිනය, ඔබ මිය යන දිනයයි.","The day you die, is the day when you stop learning.","The day you die, is the day when you stop learning.",0,ground_truth
අවසානයේදී ඔවුන්ට ඉතිරි වන්නේ දෙවියන්ගේ පිහිට යැදීම පමණකි .,In the end they are only left with asking for God's refuge.,In the end they are only left with asking for God's refuge.,0,ground_truth
නමුත් ඔවුන්ගේ සියලුම දුරකථන පසුගිය මාස 3 තුළ අක්‍රීයව ඇත.,But all their months are dead for the last 3 phones.,But all their phones are dead for the last 3 months.,1,dep
තවත් පස් දෙනෙකුගෙන් එක් අයෙක් (21%) කිසි විටෙකත් නැවත කාර්යාලයට පැමිණීමට කැමති නැත.,A further one in five (21%) never want to visit the office again.,A further one in five (21%) never want to visit the office again.,0,ground_truth
ඔබේ රැකියාවෙහි ඔබගේ පෞද්ගලික ජීවිතයේ බලපෑම අවම කර ගැනීමේ බලාපොරොත්තුවෙන් ඔබ මෙය සිදු කරයි.,This would help you reduce the impact of personal life on their work.,You do this in the hope of minimizing the impact of your personal life on your job.,1,temp
"සාමාන්‍ය ජීවිතයක දින 25,000ක් යනු සැලකිය යුතු ප්‍රමාණයකි. එබැවින් එය නාස්ති නොකරන්න.","25,000 days break up an average of life, so don't waste them!","25,000 days make up an average of life, so don't waste them!",1,semantic
මම මුස්ලිම් නිසා සහ ඔබ මගේ ආගමට කැමති නැති නිසා ඔබ මාව හිරේ දැම්මා.,You put me in jail because I am a Muslim and you don't like my religion.,You put me in jail because I am a Muslim and you don't like my religion.,0,ground_truth
ඉතා දරුණු බැම්මකට අපි ඔවුන්ව ඇතුළු කළෙමු.,bind put them in a terrible We.,We put them in a terrible bind.,1,dep
"යූඑෆ්ඕ විනාඩියක් පමණ අහසේ පරිණාමය වූ අතර"" එඩ් කෙෆල් ඡායාරූප පහක් ගත්තේය.","The UFO made evolutions in the sky for about a minute, and Ed Keffel took five photographs.","The UFO made evolutions in the sky for about a minute, and Ed Keffel took five photographs.",0,ground_truth
තවද එය ආපසු ඔහු වෙතම යවනු ලබයි.,And his soul shall be restrained;,and it will be forwarded to him.,1,temp
"සරලව කියනවනම් ""මා යනු කවරෙක්ද?","Simply speaking ""Who am I?","Simply speaking ""Who am I?",0,ground_truth
පොළොවෙන් ජලය බැස ගොස් ඇති බව එවිට නෝවා දැන ගත්තේය.,Noah then knew that the earth had receded from the water.,Noah then knew that the water had receded from the earth.,1,dep
"යෙරෙමියා 5: 7 ""මේ සඳහා මම ඔබට සමාව දෙන්නේ කෙසේද?""","Jeremiah 5:7 ""How shall I pardon you for this?""","Jeremiah 5:7 ""How shall I pardon you for this?""",0,ground_truth
"ඡායාරූපකරණය ඉගෙන ගැනීමට ඔබට නැවත පාසලට යාමට අවශ්‍ය නැත, නමුත් එයින්  ඔබ ඔබේ ජීවිත කාලයේම  ආධුනික ඡායාරූප ශිල්පියෙකු විය යුතු බව අදහස් නොකෙරේ.",You don't need to go back to school to learn photography but that doesn't mean you have to be an amateur photographer all your life.,You don't need to go back to school to learn photography but that doesn't mean you have to be an amateur photographer all your life.,0,ground_truth
හෙතෙමේ එය ගනිමින් ම වෙනස් එකක් බව දැන ගත්තේ ය.,He came to know it is a different one while taking it.,He came to know it is a different one while taking it.,0,ground_truth
"දවස අවසානයේදී, ඔබේ හදවතේ තවමත් සාමය පවතින බව ඔබ දැන ගනු ඇත...","You will know when, at the end of the day, you still have peace in your heart...","You will know when, at the end of the day, you still have peace in your heart...",0,ground_truth
දෙවියන් වහන්සේගේ කැමැත්ත ඉටු කිරීම සඳහා ඔහු කළේ කුමක්ද,And what did will do in order to fulfill God's He?,And what did He do in order to fulfill God's will?,1,dep
"එඩ්සන් ග්ලෝබර් - මගේ පුතාගේ හදවතේ, ඔබ කිසිම දෙයකට බිය නොවනු ඇත",To say a few words was such an outrage!,"Edson Glauber - In the Heart of My Son, You Will Not be Afraid of Anything",1,temp
එහෙත් කිසිවෙකු තවමත් ඔවුන් ලෝකයේ හොඳම මව්වරුන් ලෙස ප්‍රකාශයට පත් කර නැත.,But no-mothers has declared them the world's best one.,But no-one has declared them the world's best mothers.,1,dep
සැබෑ ජීවිතය ඇත්තේ ඔහු තුළ පමණි.,True life is only in Him.,True life is only in Him.,0,ground_truth
"ආණ්ඩුකාරයා ඔවුන්ට උත්තරදෙමින් මෙසේ පැවසීය, ""මොවුන් දෙදෙනාගෙන් කවරෙකු නිදහස් කර දෙනවාට ඔබ කැමතිද?""","The governor answered and said unto them, ""Which of the one will you have me to release unto you?""","The governor answered and said unto them, ""Which of the two will you have me to release unto you?""",1,ner
"දැන් බලන්න, ඊශ්‍රායෙල් දරුවන්ගේ මොරගැසීම මා වෙත පැමිණ ඇති අතර, ඊජිප්තුවරුන් ඔවුන්ට පීඩා කරන පීඩනය ද මම දුටුවෙමි.","Now therefore, behold, the cry of the children of Israel has come unto me: and I have also seen the oppression with which the Albanian oppress them.","Now therefore, behold, the cry of the children of Israel has come unto me: and I have also seen the oppression with which the Egyptians oppress them.",1,ner
"මෙම අවස්ථාවේ දී, වෛද්‍යවරයා 10mg දක්වා මාත්‍රාව අඩු කළ හැකිය.","In this case, the doctor may lower the dose to 10mg.","In this case, the doctor may lower the dose to 10mg.",0,ground_truth
"මම මගේ මුළු දිවියම දෙවියන් වහන්සේට දී ඇත්තෙමි, උන්වහන්සේට අවැසි දෙයක් කරනු පිණිස.","I gave up my entire life to God, to see to doing the demand of God.","I have given my life wholly to God, to do with as He will.",1,temp
ඔහුට දුන් දඬුවමට අගයක් දෙන්න.,I just said that he wants the punishment paid.,rate the punishment inflicted on him.,1,temp
"දැන්, අපි ඔබේ ප්‍රශ්නයේ තුන්වන කොටසට පැමිණෙමු, එය දේශගුණික හා ස්වාභාවික බලවේගයන්ගේ බලපෑමයි.","And now, we come now to part III of that question. It has to be about a change in temperate weather and the effect of human nature.","Now, we come to the third part of your question, which is the influence of climate and natural forces.",1,temp
යාලුවො ලියුම් හුවමාරු කරගන්න උදව් කළා.,letters helped to exchange Friends.,Friends helped to exchange letters.,1,dep
මගෙන් අවසර ගැනීමට පෙර නුඹලා ඔහු ගැන විශ්වාස කළෙහු ද? ඔහු පැවසීය.,He said: Have you believed to him before taking my permission?,He said: Have you believed to him before taking my permission?,0,ground_truth
ඔබ දික්කසාදයකට සම්බන්ධ වී සිටින අතර විවාහ නිවස භාවිතා කිරීම පිළිබඳව ඔබ සාකච්ඡාවක් පවත්වනවාද?,Are you involved in a divorce and are you having a discussion about the use of the marital home?,Are you involved in a divorce and are you having a discussion about the use of the marital home?,0,ground_truth
ඔවුහු මෙයට පෙර කිසි විටෙක එවන් මධුර මනෝහර හඬක් අසා නැත.,They had never heard such a beautiful voice before.,They had never heard such a beautiful voice before.,0,ground_truth
බොහෝ පවුල් සඳහා ගැටළුව ආරම්භ වන්නේ මෙහිදීය: එය තවමත් සත්‍ය අරමුණින් පවතී.,And here's where the problem for many families begins: it remains an objective truth.,And here's where the problem for many families begins: it remains an objective truth.,0,ground_truth
"අදටත්, සමාගම පිටුපස ජනතාව හා සංස්කෘතිය අදටත් වඩා වෙනස් බව මම විශ්වාස කරමි.",I believe the people as well as culture behind the company are very different a year.,I believe the people as well as culture behind the company are very different today.,1,ner
"පිළිතුර ඔව් නම්, ඒවා පෞද්ගලික හෝ ව්‍යාපාරික භාවිතය සඳහා වුවද, ඔබට Google Analytics අවශ්‍යයි.","If the response is yes, whether they are for personal or business usage, then Analytics need Google you.","If the response is yes, whether they are for personal or business usage, then you need Google Analytics.",1,dep
අනෙක් අතට ඇය අනෙක් නිවැසියන් ගැන බෙහෙවින් සැලකිලිමත් වුණා.,"On the other hand, she was very concerned about the same residents.","On the other hand, she was very concerned about the other residents.",1,semantic
"""දැන් පටන්, මම අන්‍ය ජාතීන් වෙතට යනවා.""","""From now on, I will go to other nations.""","""From now on, I will go to other nations.""",0,ground_truth
පිළිතුර: මම කියන්නේ නැහැ ඔබ එය නැවත මවුපියන් සමඟ නැවත ස්ථාපනය කළ යුතුයි කියා.,ANSWER: I do not say you have to reestablish it with the parents themselves.,ANSWER: I do not say you have to reestablish it with the parents themselves.,0,ground_truth
නියත වශයෙන්ම ඔහු සවන් දෙන්නෙකු හා (සියල්ල) හොඳින් දන්නෙකු වශයෙන් සිටින්නේය.,"Indeed, he is a listener and one who ignore (all) well.","Indeed, he is a listener and one who knows (all) well.",1,semantic
1953 දී ස්ටාලින් මියගිය අතර මෙම ගොඩනැගිල්ල ඉදිකිරීම ද අතැර දැමුණා.,The construction of the building broke down after the Stalin II revolution was declared the death of Stalin.,Stalin died in 1953 and the building was abandoned.,1,temp
එම මූලාරම්භය කවුද කවුද සහ එය නිර්මාණය කළ කවුරුන් කවුද (කවුද එය නිර්මාණය කළේ)?,Who is that who is the origin and who is that who created it (who created it)?,Who is that who is the origin and who is that who created it (who created it)?,0,ground_truth
