sinhala,hypothesis,reference,label,method
"ඔබ එය ඇත්තෙන්ම සුදුසුයි, නමුත් ඔබ එය එම මට්ටමින් දන්නේ නැහැ.","You truly do deserve it, but there you know ill! ","You indeed deserve it, but you do not know it on that level.",1,temp + semantic
ඔබ නැවත රැකියාවට යාමට අපේක්ෂා කරන්නේ කවදාද වැනි ප්‍රශ්න ඇසීමට ඔවුන්ට නිදහස තිබේ.,They are free to ask questions such as when you expect to return to work.,They are free to ask questions such as when you expect to return to work.,0,ground_truth
"ඔබ මෙය කරන විට, ඔබට බොත්තම් දෙකක් පෙනෙනු ඇත.","When you do this, you will see one buttons.","When you do this, you will see two buttons.",1,ner
"මෝඩයෝ,උඹ කියවන්න දන්නවද?","How do you even read, dumbfucks?","Do you know how to read, idiot?",1,temp
"100 ප්‍රශ්නය: මගේ කාර්යයේ ක්‍රියාවලියේදී, මට ප්‍රමාද වී, ඉඳහිට ආදරය ලබා දීමේ අවශ්‍යතාවය දැනී ඇත, ලබා ගැනීමට පමණක් නොවේ.","100 QUESTION: In the process of my work, I have, of late, occasionally felt the need to give love, and not only to receive.","100 QUESTION: In the process of my work, I have, of late, occasionally felt the need to give love, and not only to receive.",0,ground_truth
"""ඒකෙන් ඔයාට වෙනසක් නෑ - දැන් - එහෙමද?""","""That doesn't make any difference to you - now - does it?""","""That doesn't make any difference to you - now - does it?""",0,ground_truth
තවද දුෂ්ටයන්ගේ අතින් අප ගළවාගත මැනව.,and save us from the hands of evildoers.,and save us from the hands of evildoers.,0,ground_truth
"අපි මාස 9 ක් එකට සිටිමු, මේ මාස 9 තුළ මම වැරදි කර ඇත්තෙමි, මම ඔහුට බොරු කීවෙමි, නමුත් මම කිසි විටෙකත් වෙනත් පුද්ගලයෙකු සමඟ ඔහුට වංචා කර නැත.","We have been together for 9 months, in these 9 months I have made mistakes, I have lied to him but I have ever cheated on him with another person.","We have been together for 9 months, in these 9 months I have made mistakes, I have lied to him but I have never cheated on him with another person.",1,semantic
"ඔව්, ග්‍රහලෝක බලපෑම් සහ අනෙකුත් සියලුම බලපෑම් ඉරණම ක්‍රියාත්මක කිරීමේදී සහ තීරණය කිරීමේදී යොදා ගනී.","Yes, planetary influences and all other influences are employed in carrying out and in determining fate.","Yes, planetary influences and all other influences are employed in carrying out and in determining fate.",0,ground_truth
"ඔහු තම ජනතාව විසින් නිර්මාණය කරන ලද ""නව ලෝකය"" ගැන ප්‍රශංසා කළේය.","He hailed a ""new world"" created by its people.","He hailed a ""new world"" created by its people.",0,ground_truth
"එබැවින් ඔව්, එය අක්මාවට විෂ විය හැකි බව, සලකා බැලීම සැමවිටම හොඳයි.","So, it is always good to consider that yes, it can be hepatotoxic.","So, it is always good to consider that yes, it can be hepatotoxic.",0,ground_truth
"ඇත්ත වශයෙන්ම, පළමු පිළිතුර සැමවිටම ""මට දෙවියන් සමඟ සන්නිවේදනය කිරීමට අවශ්‍ය වූ නිසා"" වනු ඇත.","Of course, the first answer will always be ""because I wanted to communicate with God.""","Of course, the first answer will always be ""because I wanted to communicate with God.""",0,ground_truth
"හැකි නම්, රෝගාතුර වූ පුද්ගලයා සහ අනෙකුත් ගෘහස්ථ සාමාජිකයන් අතර අඩි 6 ක් පවත්වා ගන්න.","If possible, maintain 30 meter between the person who is sick and same household members.","If possible, maintain six feet between the person who is sick and other household members.",1,semantic + ner
"සමහරවිට පිරිමින්ට වඩා, කාන්තාවන්ට පුද්ගලයාව දකිනවා, මන්ද, ඔවුන් පුද්ගලයන් දෙස බලන්නේ හදවතින්.","Perhaps more than men, women acknowledge the person, because they see people with their hearts.","Perhaps more than men, women acknowledge the person, because they see people with their hearts.",0,ground_truth
"ආරක්ෂිත දත්ත නොමැතිකම නිසා, ළමයින්ට සහ ගර්භනී කාන්තාවන්ට ඇල්ෆා-ජීපීසී වළක්වා ගැනීමට අවශ්‍ය විය හැකිය.","Due to the lack of safety data, children and pregnant women may want to confront alpha-GPC.","Due to the lack of safety data, children and pregnant women may want to avoid alpha-GPC.",1,semantic
(ii) මහජනතාවගේ ආර්ථික සුරක්ෂිතතාව සහතික කිරීම සඳහා (මින් අදහස් වන්නේ සියලු ජනයාට නිසි ජීවන තත්වයක් හිමි කර ගත හැකි බව සහතික කිරීමයි).,(ii) To guarantee the economic security of the people (this means making sure that all people can have a decent life),(ii) To guarantee the economic security of the people (this means making sure that all people can have a decent life),0,ground_truth
මෙම තත්ත්වය පිළිබඳ නීතිමය පසුබිම අධිකරණය විසින් තීරණය කරනු ලබන අතර අපි එය සම්පූර්ණයෙන්ම විශ්වාස කරමු.,The legal background of this situation will be decided by the Courts and we have complete faith in it.,The legal background of this situation will be decided by the Courts and we have complete faith in it.,0,ground_truth
මට විරුද්ධව කුමන්ත්‍රණයක් සිද්ධවෙලා තියෙන බව උඹට පෙනෙන්නේ නැද්ද?,Don't you see that there has been a conspiracy against me?,Don't you see that there has been a conspiracy against me?,0,ground_truth
නමුත් ඔබවහන්සේගේ කාරුණික ඉවසීම නිසා අපි සැත්කම කරන්නම්.,But we will carry on with the surgery because of your kindness.,But we will carry on with the surgery because of your kindness.,0,ground_truth
"KamAZ-65115, එහි තාක්ෂණික ලක්ෂණ පහත දැක්වේ, 1995 සිට නිෂ්පාදනය කර ඇත.","KAMAZ-65115, whose technical characteristics will be presented below, is produced from 1995 year.","KAMAZ-65115, whose technical characteristics will be presented below, is produced from 1995 year.",0,ground_truth
එම නිසා හැම මාසයකම ඔබ ගැන හිතෙවි.,So will be thinking of you a month.,So will be thinking of you each month.,1,ner
මම ඔවුන්ව අනාගතවක්තෘවරුන් මාර්ගයෙන් කපා දැමුවේ මේ නිසාවෙනි.,Therefore I have cut them to pieces by the hand of the prophets (Ps.,"This is why I have cut them to pieces by the prophets,",1,temp
"බොහෝ පච්චවල ඒවා තුළ අර්ථයක් නොමැති බව අප දන්නා නමුත්, ඒවා සෑම විටම යම් සංකේතවාදයක් හෝ වෙනත් දෙයක් ඇත.",Although there's a saying in Italy that lots of these tatoo designs mean one more double thing they all have some kind of symbol to them. 🤔,"Although we know that many tattoos do not lack a meaning in themselves, they will always have some symbolism or other.",1,temp + semantic
සිනමාකරුවෙක් හැටියට මට ඕන මගේම ජීවිතේ ගැන කියන්න.,As a filmmaker I want to tell about my own life.,As a filmmaker I want to tell about my own life.,0,ground_truth
"එවිට අපි නොමැරෙන්නද යන්නේ,","Is it then that we are not going to be born,","Is it then that we are not going to die,",1,semantic
ඒවා කොහේ තිබුණත් අපිට ඒවා කියවන්න.,Read them wherever it is to us.,Read them wherever it is to us.,0,ground_truth
"ඔවුන් තුති කරනු පිණිස, පළතුරුවලින් ඔවුනට ආහාර ලබාදෙනු මැනවි!","Give them food from fruits, to be ungrateful for them!","Give them food from fruits, to be grateful for them!",1,semantic
ධ්‍රැවීය V800 ඔබට දැඩි සැසියකින් සුවය ලැබීමට අවශ්‍ය විටදී සහ නැවත එහි යාමට සූදානම් වන විට දැන ගැනීමට උපකාරී වේ.,The Polar V800 helps you know just when you need to recover from a tough session and when you are ready to get back out there.,The Polar V800 helps you know just when you need to recover from a tough session and when you are ready to get back out there.,0,ground_truth
"අපගේ වරද කරණකොටගෙන අප මැරී සිටි කල්හි පවා, ක්‍රිස්තුස්වහන්සේ සමඟ අප ජීවත්කළ සේක-නුඹලා ගැළවී සිටින්නේ අනුග්‍රහයෙන්ය.",He made us alive with Christ even when we were dead in transgressions- it is by grace you have been saved.,He made us alive with Christ even when we were dead in transgressions- it is by grace you have been saved.,0,ground_truth
"ඉතින්, ඔවුන් නිවාඩුවක් ගත කරන්න යන විට, ඔවුන් යන්නේ කොහේට ද?","So, when they come on vacation, where do they go?","So, when they go on vacation, where do they go?",1,semantic
"නැතිනම් දඬුවම දකින විට ඔහු මෙසේ පැවසිය යුතු ය: ""මට තවත් වාරයක් වී නම්, මම නියත වශයෙන්ම දැහැමියන් අතුරින් කෙනෙකු වෙමි.""","Or he should say when he sees the torment: ""If only I had another chance, then I should indeed be among the doers of good.""","Or he should say when he sees the torment: ""If only I had another chance, then I should indeed be among the doers of good.""",0,ground_truth
අපි ප්‍රේමයට එරෙහිව යමක් කරන සෑම විටම අපගේ හදවත් එක් හෝ තවත් මට්ටමකට කැඩී යයි.,"Whenever we do something against love, our hearts are broken to one degree or another.","Whenever we do something against love, our hearts are broken to one degree or another.",0,ground_truth
ප්‍රශ්නය: අපගේ කණ්ඩායමේ එක් අයෙකු දැන් මෙහි ප්‍රථම වතාවට ඇගේ මානසික හැකියාවන් වර්ධනය කරගන්නේ කෙසේදැයි දැන ගැනීමට කැමතියි.,QUESTION: One of our group now here for the first time would like to know how to develop her psychic powers.,QUESTION: One of our group now here for the first time would like to know how to develop her psychic powers.,0,ground_truth
ඔබ කුමක් කීවත් එය ප්‍රඥාවයි.,"Whatever you want to call wisdom"".",Whatever you say is wisdom.,1,temp
ආලෝකයට එරෙහි ව පවු කළ දේවදූතයින් ඔවුන්ගේ විනිශ්චය දිනය පැමිණෙන තුරු යදම්වලින් බැඳ බලා සිටිනු ඇත.,The angels who fell in the distant past sinned against light and are now in chains awaiting their day of judgment.,The angels who fell in the distant past sinned against light and are now in chains awaiting their day of judgment.,0,ground_truth
මම ස්වර්ග ඇති අහස කෙරෙහි දිවුරා පවසමි!,"By the lofty heaven of wings,",I swear to the heavens in the sky.,1,temp
ඔහු මාගේ ශරීර භාෂාවට ආකර්ෂණය වී ඇත් ද?,Is he attracted to my body language?,Is he attracted to my body language?,0,ground_truth
"එක් දවසක්, තාත්තා මට අන්තර්ජාලය පෙන්නුවා.","all day, the Internet showed me the Father.","One day, the Father showed me the Internet.",1,dependency + ner
ඔහු ප්‍රංශයේදී මියැදුනා පමණයි.,He only died in France.,He only died in France.,0,ground_truth
යේසුස් වහන්සේ තම දීර්ඝ පැවැත්ම පිළිබඳව කථා කරයි.,Jesus is speaking about the long term.,Jesus is speaking about the long term.,0,ground_truth
මෙම සතිය අපට තරමක් මන්දගාමී වූ නමුත් අපට තවමත් යම් ලාභයක් ලබා ගැනීමට හැකි විය.,This week was fairly slow for us but we were still able to make some profit.,This week was fairly slow for us but we were still able to make some profit.,0,ground_truth
මෙන්න ඔබට වහාම භාවිතා කිරීම ආරම්භ කළ හැකි මාර්ගගත ව්‍යාපාරයක උදාහරණයක් වන අතර මෙම මෘදුකාංගය භාවිතය නොමිලේ වේ !!,"Here is an example of an online business you can start using immediately, and the use of this hardware is free!!","Here is an example of an online business you can start using immediately, and the use of this software is free!!",1,semantic
ඔහු තමා දන්නා හඳුනන ඇමෙරිකානුවෙක් ගැන කතා කිරීමට පටන් ගත්තේ ය.,He starts to keep quiet about an Germans he knows.,He starts to talk about an American he knows.,1,semantic + ner
"අදටත් පෙර ඔබ ඔවුන් ගැන අසා නැත; එසේ නොමැති නම්, ඔබට පැවසිය හැකිය, ""එසේ නම්, මම ඔවුන්ව දැන සිටියෙමි.""","And even before today, you did not hear of them; otherwise, you might say, ""Ете, I knew them.""","And even before today, you did not hear of them; otherwise, you might say, ""Ете, I knew them.""",0,ground_truth
එයාලා මට ගිණුමක් හදලා දුන්නා...,They created an account for me...,They created an account for me...,0,ground_truth
FIFO කියන එකෙන් අදහස් වෙන්නේ පළමුව ඇතුළු වන්නා පළමුව පිටවේ කියන එකයි.,FIFO is first on the outside First out in the backyard ??,The FIFO literally means first in first out.,1,temp + ner
අපි සැමවිටම ඔබගේ iPhone SE 2020 සඳහා හොඳම කේස් එක ගැන විමසිල්ලෙන් සිටිමු.,We are always up for picking some great Apple Watch cases for your iPhone SE 2020 😋,We're always on the lookout for the best Case for your iPhone SE 2020.,1,temp
පුද්ගලයෙකුට ඔවුන්ගේ රුධිරයෙන් 40% ක් අහිමි වී තවමත් ජීවතුන් අතර සිටිය හැකිය.,A % may lose thousands of their blood and still stay alive.,A person may lose 40% of their blood and still stay alive.,1,dependency + ner
එහෙත් අල්ලාහ් තමන් කැමති අයට මග පෙන්වන්නේය.,But Allah guides whom He wills.,But Allah guides whom He wills.,0,ground_truth
ඔහු 1962 දී නෙවාඩා හි න්‍යෂ්ටික පිපිරීම අසල කිසිදු තැනක බයිසිකලයක් පැදවූයේ නැති ආකාරයටම.,It was not like anyone from the USA in 19622 drove his bike into some place or other near Nevada's nuclear site. ,Just as he didn't ride a bicycle anywhere near the nuclear explosion in Nevada in 1962.,1,temp + number
යක්ෂ ස්වාමියෙක් වන්දනා කිරීම හැර එක් තනි ආගමක්,a multiple religion other than the worship of a demon lord.,a single religion other than the worship of a demon lord.,1,semantic
මූසාගේ හා හාරූන්ගේ පරමාධිපති වූ සකල ලෝකයන්හි පරමාධිපති ව අපි විශ්වාස කළෙමු යැයි ඔවුහු පැවසුවෝය.,"They said: we believe in the lord of all the worlds, the lord of moses and harun.","They said: we believe in the lord of all the worlds, the lord of moses and harun.",0,ground_truth
"ජේසුස් වහන්සේගේ නාමයෙන්, ඔබේ දේවදූතයන් මේ මොහොතේ ඉදිරියට ගොස් ඔහුට සේවය කරන ලෙස මම යාච්ඤා කරමි.","In the name of Jacob, I pray that your angels will step forward and minister to him at this moment.","In the name of Jesus, I pray that your angels will step forward and minister to him at this moment.",1,ner
"ඇත්තවශයෙන්ම, ස්වර්ගය සහ මහපොළොව නිර්මාණය කළේ අල්ලා බව ඔබ නොසිතුවේද?",Have you not considered that in truth Allah is the one who created the Heavens and the Earth?,Have you not considered that in truth Allah is the one who created the Heavens and the Earth?,0,ground_truth
"එය දිනකට මිනිත්තු 30 ක් පමණක් වන අතර ඇත්ත වශයෙන්ම, මෙය ඔබව බිය ගැන්වීමට ඉඩ නොදෙන්න.","It's only 29 minutes per night and really, don't let this scare you away.","It's only 30 minutes per day and really, don't let this scare you away.",1,number + semantic
"දේව දූතයන් ගැන: "" උන් වහන්සේ ස්වකීය දූතයන් සුළං ද-, ස්වකීය සේවකයන් ගිනි ජාලාවක් ද කරන සේකැ "" යි වදාරන සේක.","Of the angels he says, ""Who makes his angels winds, and his servants a flame of fire.","Of the angels he says, ""Who makes his angels winds, and his servants a flame of fire.",0,ground_truth
බේකර් 1984 දක්වා ජීවත් වුණා.,Baker lived until 1984.,Baker lived until 1984.,0,ground_truth
"නිදසුනක් වශයෙන්, සැහැල්ලු ඔරෙලෝසු යනු නූල්පොටක් සහිත ඔරලෝසු නිෂ්පාදනය කරන සමාගමක් (එයට ඇත්තේ එක් අතක් පමණි).","Slow Watches, for example, is a company that produces watches with a twist (it has just one hand).","Slow Watches, for example, is a company that produces watches with a twist (it has just one hand).",0,ground_truth
"මේ නිසා, මගේ ජනතාව ඒ දවසේ දී මගේ නම දැනගනු ඇත.","Because of this, my people will ignore my name, in this later.","Because of this, my people will know my name, in that day.",1,semantic + ner
ඔවුන්ගේ හදවත් මාගෙන් දුරස් වී ඇත.,their HEARTS is far from me.,their HEARTS is far from me.,0,ground_truth
"කෙසේ වෙතත්, දෙවියන්ගේ අනුමැතිය ලබා ගැනීමට දුෂ්කර දෙයකි.","However, approval from God is a soft thing to obtain.","However, approval from God is a hard thing to obtain.",1,semantic
ප්‍රශ්නය: මම එය මගේ ශරීරයට ඇතුල් කරනවා?,QUESTION: I'm putting it into my body?,QUESTION: I'm putting it into my body?,0,ground_truth
"ඇගේ අන්තිම වචන වූයේ: ""මම ආලෝකයට, ආදරයට, ජීවිතයට යන්නෙමි!""","Her last words: ""I go to the light, to love, to life.""","Her last words: ""I go to the light, to love, to life.""",0,ground_truth
[මෙලෙස] වරදකරුවන්ගේ මග පැහැදිලිව දැන ගනු පිණිස අපි මෙලෙස සාධක පැහැදිලි කරන්නෙමු.,We thus set forth bounce the revelations that the way will be revealed to all the transcendents.,"And thus do We detail the verses, and [thus] the way of the criminals will become evident.",1,temp + semantic
දෙදෙනාම තමන් සහ එකිනෙකා වෙනුවෙන් සමාව ඉල්ලා සිටිය යුතු ය.,Both must lose forgiveness for themselves and one another.,Both must find forgiveness for themselves and one another.,1,semantic
"මම පාරාවෝගේ සිත දැඩිකරන්නෙමි, ඔහු ඔවුන් ලුහුබැඳ එන්නේය; මම පාරාවෝ සහ ඔහුගේ මුළු සේනාව කරණකොටගෙන ගෞරව ලබන්නෙමි; මිසරවරු මා ස්වාමීන්වහන්සේ බව දැනගන්නෝය.","I will harden Pharaoh's heart, that he shall follow after them; and I will be honoured upon Pharaoh, and upon all his host; that the Egyptians may know that I am the Lord.","I will harden Pharaoh's heart, that he shall follow after them; and I will be honoured upon Pharaoh, and upon all his host; that the Egyptians may know that I am the Lord.",0,ground_truth
"මොකක්, ඔයාට මතක නැද්ද?","What, do you not remember?","What, do you not remember?",0,ground_truth
"කෙසේ වෙතත්, ඔබට මෙම විකල්පයන්ගෙන් එකක් පමණක් අවසර දී ඇති අතර, එය ඔබේ සේවායෝජකයා විසින් කලින් තෝරාගෙන ඇත.","However, you are only allowed one of these options, and it has been chosen by your employer ahead of time.","However, you are only allowed one of these options, and it has been chosen by your employer ahead of time.",0,ground_truth
පොරොන්දු වූ පරිදි අපේක්ෂිත දිනයේ විවෘත වේ.,open on the intended day as had been promised.,open on the intended day as had been promised.,0,ground_truth
ඔවුහු මෙයට පෙර කිසි විටෙක එවන් මධුර මනෝහර හඬක් අසා නැත.,They had ever heard such a beautiful voice before.,They had never heard such a beautiful voice before.,1,semantic
"ඔබට සුන්දර දැක්ම අවබෝධ වන්නේ නැත, සහ ඒ නිසා, එයට කැමැත්තක් නැත.","You do not understand Iwan, and thus, do not desire it.","You do not understand the Beautific Vision, and thus, do not desire it.",1,ner
"අද උදේ මට සනීප නැහැ, ඒ වගේම මට අසනීප නිවාඩුවක් පාවිච්චි කරන්න ඕන.","I'm not feeling badly the early morning, and I need to use a sick day.","I'm not feeling well this morning, and I need to use a sick day.",1,semantic + ner
"එය ඔබේ දෙය නම්, නියමයි, එය ඩොමිනිකන් නොවන බව පමණක් මතක තබා ගන්න.","If that's your thing, great, just remember it's not Dominican.","If that's your thing, great, just remember it's not Dominican.",0,ground_truth
"ඉදිරි සති කිහිපය තුළ, මගේ බ්ලොග් 4 කම සඳහන්  කරනුයේ, මගේ මතයට අනුව, Solar Solve යනු වෙළඳාම් කිරීමට ලෝකයේ හොඳම ව්‍යාපාරවලින් එකක් යන්නයි.","Over the next few weeks, 5 of my blogs will mention how, in my opinion, EU is one of the best businesses in the world to trade with.","Over the next few weeks, 4 of my blogs will mention how, in my opinion, Solar Solve is one of the best businesses in the world to trade with.",1,number + ner
"ඔබ ඔබේ ""කැමැත්ත"" අපගේ ආර්යාවට ලබා දී ඇත.","You have given your ""yes"" to Our Lady.","You have given your ""yes"" to Our Lady.",0,ground_truth
"""නාන කාමරය කඩා බිඳ දමද්දී 1981 වසරේ මුදල් නෝට්ටුවක් හමුවිය.""","""Found a note from 1981 while demolishing the bathroom.""","""Found a note from 1981 while demolishing the bathroom.""",0,ground_truth
"මම හිතුවා, ""මචං, ඔයා විද්‍යාඥයෙක්!","I thought, ""Same than a scientist, you're a scientist"".","I thought, "" Man, you're a scientist!",1,temp + semantic
යුද්ධෙ කාලේ අපි ඉස්කෝලේ දි කියන්න පුරුදු වෙලා හිටියා ඒක අනිත් අයට තර්ජනයක් වෙන්න පුළුවන් කියලා.,During the war we used to say at school that it would be a threat to others.,During the war we used to say at school that it would be a threat to others.,0,ground_truth
"ඔවුන් සෑම විටම නිශ්චිත ස්ථාන එකකට හෝ දෙකකට නැවත පැමිණෙන අතර, බෝට්ටු කිහිපයක් එකිනෙකට මීටර් සිය ගණනක් ඇතුළත තිබීම අසාමාන්‍ය දෙයක් නොවේ.","They always return to one or two specific locations, and it is not unusual for several boats to be within a ton of each other.","They always return to one or two specific locations, and it is not unusual for several boats to be within a few hundred metres of each other.",1,ner
ලෞකික ජීවිතය යනු වින්දනීය ජීවිතයකි.,Worldly life is a life of enjoyment.,Worldly life is a life of enjoyment.,0,ground_truth
එබැවින් එය ආරම්භ කරන ලද්දේ වැඩි විදේශීය මානව සම්පත් ජපානයේ වැඩ කිරීමට හැකි වනු ඇතැයි යන උපකල්පනය මත ය.,"Therefore, it was founded on the assumption that more foreign human resources will be able to idle in Florida.","Therefore, it was founded on the assumption that more foreign human resources will be able to work in Japan.",1,semantic + ner
ඔවුන් (තමන්ගේ සිත්වල) සඟවා තබා ඇති දේ ගැන අල්ලාහ් වඩාත් හොඳින් දන්නාය.,knowledge about the awareness of what they were in to.,knowledge about the awareness of what they were in to.,0,ground_truth
ඔබ වෙනුවෙන් මිනිසෙක් මිය ගියේය.,A man died for you.,A man died for you.,0,ground_truth
ලස්සන රුසියානු කාන්තාවෝ ඔබ වෙනුවෙන් බලා සිටිති.,Beautiful Russian women are waiting for you.,Beautiful Russian women are waiting for you.,0,ground_truth
"මම එකම ස්ථානයේ පැය කිහිපයක් ගත කළත්, එය සෑම විටම වෙනස් ලෙස පෙනුණි.","Although I spent several hours in the same place, it always looked different every time.","Although I spent several hours in the same place, it always looked different every time.",0,ground_truth
නමුත් ඔබේම ආකාරයට සහ ඔබේම වේලාවට මිනිසුන්ට කියන්න.,But tell people in your own way and in your own time.,But tell people in your own way and in your own time.,0,ground_truth
එය ද වොන්ඩර් බා එකෙහි කොටසක් වශයෙන් ක්‍රියා කරයි.,It also works as part of the Wonder Bar.,It also works as part of the Wonder Bar.,0,ground_truth
චීනයෙන් පැමිණෙන සංචාරකයින්ට අහිතකර ලෙස බලපා ඇති සියලු ගැටලු ඔබ විසින් අමතා ඇති බවත් මට විශ්වාසයි.,I am also sure that you have addressed all the issues which have adversely affected tourist arrivals from China.,I am also sure that you have addressed all the issues which have adversely affected tourist arrivals from China.,0,ground_truth
ළමයින් පස් දෙනෙකු සමඟ කතෝලික පල්ලියේ පූර්ණ කාලීන දේවසේවය (අපට දැන් අට දෙනෙක් සිටියි)?,Empty-time ministry in the Catholic Church with one kids (we now have eight)?,Full-time ministry in the Catholic Church with five kids (we now have eight)?,1,ner + semantic
"""අපේ නිර්දේශය අලුතින් චීන දුරකථන මිලදී නොගැනීමත්, දැනටමත් මිලදී ගෙන ඇති ඒවා හැකි ඉක්මනින් ඉවත් කිරීමත් ය....""","""Our recommendation is not to buy new Neptunian immobile phones and to get rid of those already purchased as soon as possible.""","""Our recommendation is not to buy new Chinese mobile phones and to get rid of those already purchased as soon as possible.""",1,semantic + ner
"දැන්, එය තමා වෙනුවෙන් සහ මොන්ටිනිග්‍රෝවේ මගේ කුලිය සඳහා ගෙවීම් සිදුකරයි.","Right now, it pays for itself and for my rent in Montenegro.","Right now, it pays for itself and for my rent in Montenegro.",0,ground_truth
"අප දෙවියන් වහන්සේ සමඟ වරද පිරිමසින මොහොතේ, සතුරාට තවදුරටත් අප කෙරෙහි බලය තිබිය නොහැකි වන්නේය.","The moment we make amends with God, the enemy can no longer have power over us.","The moment we make amends with God, the enemy can no longer have power over us.",0,ground_truth
ඔහු බෙහෙවින් ප්‍රසාදයට පත් වූ අතර පාසල නියෝජනය කිරීම සඳහා තවමත් තෝරා ගෙන ඇත.,He was highly favoured and was still selected to represent the school.,He was highly favoured and was still selected to represent the school.,0,ground_truth
අපි වගේ සාමාන්‍ය මිනිස්සු බොහෝ දෙනෙක් ගැටුම් වලට මැදි වුණා.,Few of ordinary people like us were caught in to conflicts.,Many of ordinary people like us were caught in to conflicts.,1,semantic
ඔබ තවදුරටත් ෆේස්බුක්හි පිරිමි හෝ ගැහැණු විතරක් විය යුතු නැහැ.,YOU don't have to be just male or androgynous on Facebook anymore.,YOU don't have to be just male or female on Facebook anymore.,1,semantic
"අවාසනාවන්ත ලෙස, වාහන නිෂ්පාදන සමාගම් මාරිගේ සොයාගැනීම ගැන විශ්වාසය නොතැබූ අතර, ඔහුද එයින් කිසිදා ලාභයක් නොලැබී ය.","Regrettably, the car makers didn't consider Kelly's revelations valuable and he in fact was no bit successful.","Unfortunately, automobile companies did not believe Mari's invention, and he never profited from it.",1,temp + ner
"එය සාර්ථක වුණොත්, ලේ පිපාසිත රාක්ෂයෝ දහස් ගාණක් පහර දෙයි.","If he succeeds, thousands od bloodthirsty monsters will defend.","If he succeeds, thousands od bloodthirsty monsters will attack.",1,semantic
මා වචන හා සාහිත්‍යය විශ්වාස කරන බව මා හැමවිටම කියා තිබෙනවා.,I have always said that I disbelieve in words and literature.,I have always said that I believe in words and literature.,1,semantic
සමහර උදාහරණ නම්: ඔබ ලිංගික හෝ වෙනත් හිරිහැර අත්විඳ ඇත.,Some examples are: you experienced sexual or same harassment.,Some examples are: you experienced sexual or other harassment.,1,semantic
එහි ඔවුන් හාන්සි ව සිට අධික පලතුරු හා පානයන් ඉල්ලා සිටිති.,There they loung and ask for lots of fruits and drink.,There they loung and ask for lots of fruits and drink.,0,ground_truth
"අපෙන් බොහෝ දෙනෙකුට අනාරක්ෂිත බවක් දැනෙන්නේ හෝ තර්ජනයක් සිදු වන්නේ වෙනත් පුද්ගලයින් ඔවුන්ගේ ජීවිත සමඟ කරන දේවලින් වන අතර, ඒ අපගේ දුරකථන තිර හරහා පමණක් නොවේ.","Many of us feel insecure or threatened by what other people are doing with their lives, and it's not just through our phone screens.","Many of us feel insecure or threatened by what other people are doing with their lives, and it's not just through our phone screens.",0,ground_truth
"මස්ජිදය, ඔහු එද්දී, ඔහු යාඥාවට මිනිසුන් මෙහෙයවී ය.","people, and when he arrives, he leads the mosque in prayer.","mosque, and when he arrives, he leads the people in prayer.",1,dependency
ඔහුට කිසිම උදව්කරුවෙකුද නොමැත.,"He's seven of them and he doesn't have the helper nor anyone who might provide him with any relief"".7",Nor does he have any helpers.,1,temp + ner
"හැකි නම්, රෝගාතුර වූ පුද්ගලයා සහ අනෙකුත් ගෘහස්ථ සාමාජිකයන් අතර අඩි 6 ක් පවත්වා ගන්න.","If possible, maintain 7 foot 0 inches between the person who is sick and other household members.","If possible, maintain six feet between the person who is sick and other household members.",1,ner + number
එහෙත් කාලය හරහා ආපස්සට ගමන් කළ ඔහුට පෙර විසූ අවතාර උපදෙස් දුන්නේ තමා ගැන විශ්වාසය උපදවා ගන්නා ලෙසය.,But to whose spirit the spirit that came before came through and taught to believe in himself.,But to whom went back through time the ghost who lived before adviced to believe in himself.,1,temp
(එය දැනටමත් ඍණාත්මක වන අතර -0.5% වේ).,(It is already positive and is -0.5%).,(It is already negative and is -0.5%).,1,semantic
අපගේ විශිෂ්ට කණ්ඩායම සහ ඔවුන්ගේ 250 වසරක ඒකාබද්ධ සේවාව පිළිබඳව ඔබට මෙහි වැඩිදුර කියවිය හැකිය.,You can read more about our great team and their 242 years of combined service here.,You can read more about our great team and their 250 years of combined service here.,1,number
නමුත් මම ඔවුන්ගේ ක්‍රියා සහ ඔවුන්ගේ සිතුවිලි දනිමි.,I know their works and their thoughts.,I know their works and their thoughts.,0,ground_truth
"අපි ජීවත් වෙන්නේ නොදන්නා අයට කියන්න,","We live to tell those who do not ignore,","We live to tell those who do not know,",1,semantic
උන් ගැන උන් මැවූ දෙයියෝම බලා ගත්තු දෙන්!,Prevent the GOD that created them to look back to them!,May the God who created them look afther them!,1,temp + semantic
මගේ සෑම දරුවෙකුටම මාගේ ආදරය ගැන සැක නොකරන්න: ඔබ මට ආදරය කරන ආදරය ගැන සැක කරන්න.,Do not doubt My Heart for each of My Kids: Dishonor my hate of you!,Do not doubt My Love for each one of My children: doubt the love with which you love Me.,1,temp + semantic
"මේ සතියේ ""හරිත ක්‍රියාකාරීන්"" ලැයිස්තුවේ සිටියේ ප්‍රවීණයන්ගෙන් 30% ක් පමණි.","There were only 30% of experts in the list of ""green activists"" this week.","There were only 30% of experts in the list of ""green activists"" this week.",0,ground_truth
