sinhala,hypothesis,reference,label,method
"බොහෝ දුරට සංස්කෘතියෙන් බැහැර පුද්ගලයින්ගෙන්, නමුත් සමහර විට එය තුළ සිටින රසිකයන්ගෙන්.","Mostly from people outside the culture, but sometimes from fans within it.","Mostly from people outside the culture, but sometimes from fans within it.",0,ground_truth
තමනට ඇතැයි සිතා;,Thinking that they have;,Thinking that they have;,0,ground_truth
ඒ දවසේදී මිනිසා තම දෑතින් ඉදිරිපත් කළ දේ නිරීක්ෂණය කරනු ඇත.,"that day, man will observe what his hands have put forth.","that day, man will observe what his hands have put forth.",0,ground_truth
මෙය මහා අධ්‍යාත්මික සටනේ කාලය වන අතර ඔබට පලා යා නොහැක.,This is the time of the Great Spiritual Battle and you cannot run away.,This is the time of the Great Spiritual Battle and you cannot run away.,0,ground_truth
ඒ සියල්ල ඔබ සහ ඔබේ පියා අතර ඇති ප්‍රශ්නයකි.,It is all a question between you and your father.,It is all a question between you and your father.,0,ground_truth
"දෙවැනි එකට පසුව තිබෙනු ඇත,","And will be carried out following of a fifth one, ","and will be followed by the second one,",1,temp + ner
"මගේ දරුවා, සීතල සුළඟ එනවා.","My parent, the cold air is coming.","My child, the cold air is coming.",1,semantic
"අන් කිසිවක් නොවේ නම් එය ඔවුන්ගේ මනස වෙනස් කළ යුතුය.""","That should change their minds, if nothing else.""","That should change their minds, if nothing else.""",0,ground_truth
ආගමික පුද්ගලයින් නිවැරදි තැන කොතැනදැයි බැලීමට ඉක්මන් වන්න.,Be quick to see where religious leaders are center.,Be quick to see where religious leaders are right.,1,semantic
"මෙම වසර වන විට, Powell-Jobs හි වටිනාකම දැන් ඩොලර් බිලියන 22 කට වඩා වැඩි ය.","As of this year, Powell-Jobs is now worth over $22 billion.","As of this year, Powell-Jobs is now worth over $22 billion.",0,ground_truth
"ඔවුන් ධවල මන්දිරයට නැවත ගියහොත්, ඔහු (සහ ඔහුගේ බිරිඳ) ණයගැති විය යුත්තේ කාටද?","To whom is he (and his wife) beholden, should they return to the White House?","To whom is he (and his wife) beholden, should they return to the White House?",0,ground_truth
හිස්පැනික් සංචාරකයින් ප්‍රධාන වශයෙන් සෑම ආකාරයකම මාධ්‍ය ඉංග්‍රීසියෙන් භාවිතා කරති.,Hispanic travelers are predominantly consuming all forms of media in English.,Hispanic travelers are predominantly consuming all forms of media in English.,0,ground_truth
"""කවරෙකුගේ සටහන් පොත ඔහුගේ දකුණු අතෙහි දෙන ලද අය, පසුව, ඔහුගේ ගණන ලෙහෙසි ගිණුමකින් ගිණුම් කරනු ලබන්නේය.""","Therefore when the Book [book] is given into our hand (that Book) which is found in our path will go a low count on his account"".","""Whose notebook is given in his right hand, then his number will be reckoned with an easy account.""",1,temp + semantic
"තවදුරටත් පවසන දෙවියන් 'උපවාසය හැර, ආදම්ගේ දරුවා (වන මුළු මිනිස් සමාජයම) කරන සියළු ක් රියාවන් ඔහුටම අයත් ඒවා වේ.'","Further, God added 'Except fasting every action done by Adam's child (whole human society) belongs to himself.'","Further, God added 'Except fasting every action done by Adam's child (whole human society) belongs to himself.'",0,ground_truth
මම පසුව දෙපැත්ත පිළිබඳ පර්යේෂණාත්මක අධ්‍යයනයක් කිරීමට තීරණය කළෙමි (ලොක්කෙක් වගේ වෙළදාම් කරන්න).,"""I then concluded a detailed experimental trial about both fronts.",I then decided to run an experimental study (trade like a boss) on the two sides.,1,temp
"ඔහු සියළු දේ මවනා හා පාලනය කරනා එකම දෙවිඳුන් විශ්වාස කළ නමුත්, සාතන්ගේ පැවැත්ම ප්‍රතික්ෂේප කළේය.","He believed in single God who creates and governs all things, but denied the existence of Satan.","He believed in single God who creates and governs all things, but denied the existence of Satan.",0,ground_truth
මෝසෙස් ජුදා ජනතාව වහල් බාවයෙන් මුදාගෙන පොරොන්දු දේශයට පලා යාම; (නික්ම යාම),Egypt escapes Israel where they escape from slavery to the Promised land; and Moses frees the people of Judah from slavery and escape (Exode). -The,Moses's freeing of people of Judah from slavery and escape to Promised Land; (Exodus),1,temp + dependency
"අපගේ ව්‍යාපාර සැපයුම්කරුවන් ක්ෂුද්‍ර, කුඩා හා මධ්‍යම පරිමාණයේ වේ.","Micro, small and medium businesses are our suppliers","Micro, small and medium businesses are our suppliers",0,ground_truth
FIFO කියන එකෙන් අදහස් වෙන්නේ පළමුව ඇතුළු වන්නා පළමුව පිටවේ කියන එකයි.,The FIFO literally means first in first out.,The FIFO literally means first in first out.,0,ground_truth
අප්‍රිකානු අලියෙකුගේ මුඛයෙහි ඇත්තේ දත් 4ක් පමණි.,An African elephant has only 47 teeth in its mouth.,An African elephant has only 4 teeth in its mouth.,1,number
යමෙක් ඒ සිදුරුවලින් රිංගා ගිය විට (එසේ යන විට) ඒ ගැන හඬ නගන්නේ නැත.,When someone goes through the holes (when going) it does not have a silence about it.,When someone goes through the holes (when going) it does not have a sound about it.,1,semantic
එතකොට ‌ඓන්ද්‍රියෙන් තොර ලෝකයක් නැතිනම් මිනිසා බිහිවෙන්න කලින් (ඩයිනෝසරයන්ගෙ කාලෙ) ලෝකයක් තිබුනෙ නැද්ද?,So if there was no world without organs wasn't there a world before the birth of man (in the time of the dinosaurs)?,So if there was no world without organs wasn't there a world before the birth of man (in the time of the dinosaurs)?,0,ground_truth
"නැහැ, ඔවුන් විනෝදය සඳහා එසේ කරන්නේත් නැහැ; ඔවුන් මෙය කරන්නේ පොලිස් රාජ්‍යය දිගටම පවත්වාගෙන යාමට හැකිවීමටයි.","No, they don't do that for fun either; they do this to be able to discontinue to implement the police state.","No, they don't do that for fun either; they do this to be able to continue to implement the police state.",1,semantic
ඔහු කළ සියලු ධර්මිෂ්ඨ ක්‍රියා මතක් නොවනු ඇත.,All the unrighteous deeds that he did will not be remembered.,All the righteous deeds that he did will not be remembered.,1,semantic
එයාටැග්ස් අපිට ඇවිත් සතියක් පමණක් වුණත් ගොඩක් ප්‍රතිචාර තියෙනවා (අපගේ සගයා ලුයිස්ගේ එකත් එක්ක...),"AirTags are with us Tuesday now, are a week away from launching and are getting plenty of recommendations on airtubes (includes Luis...)""",AirTags have been with us for just a week and there are many reviews (including that of our colleague Luis...),1,temp + ner
ඇයට අන්තර්ජාල සම්බන්ධතාවයක් ඇති අතර එය අනෙකුත් විද්‍යාත්මක නගර පුස්තකාල සමඟ සම්බන්ධ වී ඇත.,She has an Internet connection and is connected with same scientific city libraries.,She has an Internet connection and is connected with other scientific city libraries.,1,semantic
"එය ගින්නෙන් හෙළි වනු ඇත, ගින්න එය විසින්ම, එක් එක් අයගේ කාර්යයේ ගුණාත්මකභාවය පරීක්ෂා කරනු ඇත.","It will be revealed with fire, and the fire itself will test the quality of each one's work.","It will be revealed with fire, and the fire itself will test the quality of each one's work.",0,ground_truth
"නැතිනම්, අනෙක් අතට, ඔවුහු අහස් හා පොළොව මැව්වෝද?","Or on the other hand, did they make the heaven and the earth?","Or on the other hand, did they make the heaven and the earth?",0,ground_truth
ඔබ එකකට ඇතුළු වන්නේ නම් ඔබ සියල්ලටම ඇතුළු වනු ඇත.,If you enter on 38:20 you will be entered on all.,If you enter on one you will be entered on all.,1,ner + number
ඔවුන් වතුර ගන්නෙ මැලේසියාවෙන් ය.,They get water from Malaysia.,They get water from Malaysia.,0,ground_truth
පියාණන් වන දෙවියන් වහන්සේ 6 අප් රේල් 2018 වන දින අනතුරු ඇඟවීම පිළිබඳව මට පණිවිඩයක් ලබා දුන්නේය:,"God the Father gave me a message about the Warning on April 6, 2018:","God the Father gave me a message about the Warning on April 6, 2018:",0,ground_truth
"නමුත් එදින, උන්නතාංශ කියවීම මීටර් 1111 දක්වා පහත වැටුණි (බොහෝ විට බැරෝමිතික පීඩනයේ වෙනසක් නිසා විය හැකිය).","But that day, the altitude reading dropped to seven thunders (likely due to a change in barometric pressure).","But that day, the altitude reading dropped to 1111 meters (likely due to a change in barometric pressure).",1,ner
අපි මේ නුවර විනාශ කරන්නට යන්නෙමු.,13 We are going to destroy this city.,13 We are going to destroy this city.,0,ground_truth
(මුස්ලිම්වරුන්ට දින 7 ක් ඇත),(Muslims have 7 days),(Muslims have 7 days),0,ground_truth
"එය දෙවිදියටම වැඩ කරනවා, ඔබට පෙනෙන්නේ නැද්ද?","It works both ways, don't you see?","It works both ways, don't you see?",0,ground_truth
"FIBA පන්දුව NBA බෝලයකට සමාන ප්‍රමාණයකි (අඟල් 29.5 වට ප්‍රමාණය), නමුත් සමහරු ඔබට දිවුරනු ඇත එය...","The FIBA ball is the same size as an NBA ball (308 meter circumference), but some will swear to you it...","The FIBA ball is the same size as an NBA ball (29.5-inch circumference), but some will swear to you it...",1,ner + number
යන්න තැනක් තියෙනවා - එය නිවසක්.,Have a place to go - it is a home.,Have a place to go - it is a home.,0,ground_truth
අපගේ ගමනාන්තය දෙවියන් වහන්සේ සමඟ සමීප සම්බන්ධතාවයක් ඇති ජීවිතයකි.,Our destination is a life of intimate relationship with God.,Our destination is a life of intimate relationship with God.,0,ground_truth
"නැවතත්, ඔහුගේ මෙම වචන වලින්, ඔහු පහසුවෙන් සටන්කරුවෙකු යැයි අනුමාන කළ හැකිය.","However, from those words from him and how can you be unable to see a fights a fighter.","Again, by these words of his, you could easily deduce he is a fighter.",1,temp + semantic
කිසිම අභියෝගයක් හෝ ජයග්‍රහණයක් භාර ගැනීම ගැන ඔබ කලබල විය යුතු නැහැ.,You don't need to worry about taking on any challenges or victories.,You don't need to worry about taking on any challenges or victories.,0,ground_truth
ඔබව අවදි කරන්නේ ඔබේ ආරක්ෂක දේවදූතයාද?,"""Like, who said your guardian angel woke you up?""",Is it your guardian angel that wakes you up?,1,temp
මම මුස්ලිම් නිසා සහ ඔබ මගේ ආගමට කැමති නැති නිසා ඔබ මාව හිරේ දැම්මා.,You put me in jail because I am a Japanese and you don't like my religion.,You put me in jail because I am a Muslim and you don't like my religion.,1,ner
"ඔබට පෙනෙන පරිදි, මෙම පද්ධති ඒවා තරමක් ලාභයි, එබැවින් යූරෝ කිහිපයකට ඔබට අවශ්‍ය පද්ධතිය නිර්මාණය කර එකක් හෝ කිහිපයක් නිවසේ තබා ගත හැක.","As you can see, these systems they are quite cheap, so for a few euros you can have one or more at home to create the system you need.","As you can see, these systems they are quite cheap, so for a few euros you can have one or more at home to create the system you need.",0,ground_truth
"එසේය, සැබවින්, ඔවුන්ගේ ශබ්දය පොළොව මුළුල්ලේද ඔවුන්ගේ වචන ලෝකයේ සීමා දක්වාද ගියේය.","Yea, indeed, their silence went out into all the earth, and their words to the ends of the world.","Yea, indeed, their sound went out into all the earth, and their words to the ends of the world.",1,semantic
ඔබට ලෝකය සහ මා අතරින් එකක් තෝරා ගැනීමට සිදු වනු ඇත.,You will have to choose between the world and me.,You will have to choose between the world and me.,0,ground_truth
"බැටරිය ඉතා දිගු කල් පවතින අතර, මම එය කිසි විටෙකත් 75%ට අඩු කරගෙන නැත.","The battery is very long lasting, I've never run it down past 75%.","The battery is very long lasting, I've never run it down past 75%.",0,ground_truth
ඒක කිසිම තේරුමක් නෑ සහ සරල හේතුවකුත් තියෙනවා.,"It doesn't make any sense, and there is a simple reason.","It doesn't make any sense, and there is a simple reason.",0,ground_truth
"සැබැවින්ම, අප ඔවුන්ට එරෙහිව යැව්වෙමු, ලුත්ගේ පවුලේ අයට හැරෙන්නට, අප විසින් ආ අනුග්‍රහයක් ලෙස, අපි ඔවුන් රාත්‍රී කාලයේ අවසන් හෝරාවේ දී ආරක්ෂා කළෙමු.","Verily, We sent against them, except the family of Lut, them We saved in the last hour of the night, As a favor from Us.","Verily, We sent against them, except the family of Lut, them We saved in the last hour of the night, As a favor from Us.",0,ground_truth
මෙන්න හොඳම ආරංචිය- එය සම්පූර්ණයෙන්ම නොමිලේ!,"And here's the best news - it is completely free, too!","And here's the best news - it is completely free, too!",0,ground_truth
බොහෝ හෝටල්වල සවස විනෝදාස්වාදය ඇත.,A lot of the Hotels have evening entertainment.,A lot of the Hotels have evening entertainment.,0,ground_truth
"10:31 එබැවින් ඔබ කෑවත් බීවත්, හෝ ඔබ කරන ඕනෑම දෙයක්, දෙවියන් වහන්සේගේ මහිමය සඳහා සියල්ල කරන්න.","night Whether therefore ye eat or drink, or whatever ye do, do all to the glory of God.","10:31 Whether therefore ye eat or drink, or whatever ye do, do all to the glory of God.",1,number + ner
නෙදර්ලන්තය මල් මිලදී ගැනීමට හොඳ ස්ථානයකි.,The Netherlands is a good place to buy flowers.,The Netherlands is a good place to buy flowers.,0,ground_truth
මගේ ගෙදරත් යම්කිසි දෙයක් සිදුවෙනවා.,Something is happening in my home also.,Something is happening in my home also.,0,ground_truth
"FIBA පන්දුව NBA බෝලයකට සමාන ප්‍රමාණයකි (අඟල් 29.5 වට ප්‍රමාණය), නමුත් සමහරු ඔබට දිවුරනු ඇත එය...","The FIBA ball is the same size as an NBA ball (29.5-inch circumference), but some will swear to you it...","The FIBA ball is the same size as an NBA ball (29.5-inch circumference), but some will swear to you it...",0,ground_truth
"ඔහු සලකුණක් සොයයි, නමුත් ජෝනාගේ සලකුණ හැර වෙන කිසිම සලකුණක් ඔහුට නොදෙනු ඇත.","It looks for a sign, but no sign will be given to it except Jonah's sign.","It looks for a sign, but no sign will be given to it except Jonah's sign.",0,ground_truth
වයින් ඇත්ත වශයෙන්ම නැවුම්ව පැවතිය හැක්කේ විවෘත කිරීමෙන් දින කිහිපයක් සඳහා පමණි.,Wine can actually stay fresh for only a few days after opening.,Wine can actually stay fresh for only a few days after opening.,0,ground_truth
"මෙන්න තවත් එකක්, නමුත් ප්‍රධාන ධාරාවේ මාධ්‍යයෙන්:","There is another one, but from the mainstream media:","Here is another one, but from the mainstream media:",1,semantic
උන්වහන්සේ ස්වර්ගයේ සේනාව සහ පොළොවේ වැසියන් අතර තමන් කැමැති ලෙස කරනසේක.,He does as He wishes with the armies of heaven and those who live on earth.,He does as He wishes with the armies of heaven and those who live on earth.,0,ground_truth
ඔව් ඇත්තෙන්ම. අපි නුඹලා වෙත සත්‍ය සමඟ ආවෙමු.,Yes indeed. We have come to you with the truth.,Yes indeed. We have come to you with the truth.,0,ground_truth
"ජෙරමියා, නුඹ මේ මිනිසුන් උදෙසා යාච්ඤා නොකරන්න.","Jeremiah, do not pray for these people.","Jeremiah, do not pray for these people.",0,ground_truth
හෝටල් කාමරයක් තුලදී ඔබ නොකළ යුතු දේවල් 7ක්,7 things you DON'T DON'T want to come to a hotel ,7 things you should not do in a hotel room,1,temp + semantic
"මේ අනුව, ""අවුරුදු දහස"" සංකේතාත්මකව තේරුම් ගත යුතුය.","Thus, the ""the Last Night"" should be understood symbolically.","Thus, the ""thousand years"" should be understood symbolically.",1,ner + semantic
ඔබ ඔවුන් අතරට ගණන් ගනු ලැබේ ද?,Are you to be counted among them?,Are you to be counted among them?,0,ground_truth
ඔබට නගරය තුළ නිදහසේ සැරිසැරීමට ඉඩ ඇත.,And you are free to dwell in this city.,And you are free to dwell in this city.,0,ground_truth
මම යුරෝපයේ අධ්‍යාපනය ලබා ගැනීමට අවස්ථාව සොයමින් සිටි.,I was looking for an opportunity to get education in Earth.,I was looking for an opportunity to get education in Europe.,1,ner
"""ඇසුරුම්කරුවෙකු ලෙස රැකියාවක් සොයමින්"" - එවැනි දැන්වීම් ඉතා දුර්ලභ ය, මන්ද එම නම සහිත වෘත්තියක් නොමැති බැවිනි.","""Looking for a job as a packer"" - such ads are very rare, because there is no profession with that name.","""Looking for a job as a packer"" - such ads are very rare, because there is no profession with that name.",0,ground_truth
නායකයා හැටියට මට ඒක කරන්න සිද්ධ වුණා.,"As leader, I had to.","As leader, I had to.",0,ground_truth
"පිරිමින් සඳහා වන නියම වැඩිහිටි සෙල්ලම් බඩුව ඔබේ අත විය හැකිය, නමුත් ඔබ මෙතෙක් භාවිතා කරන එකම පිරිමි ලිංගික සෙල්ලම් භාණ්ඩය එය විය යුතු නැත.","The original adult toy for men might be your hand, but it doesn't have to be the only male sex toy you ever use.","The original adult toy for men might be your hand, but it doesn't have to be the only male sex toy you ever use.",0,ground_truth
"ලෝකය දැන් ඩිජිටල් ගෙවීම් දෙසට ගමන් කරමින් සිටින අතර, එහි ඊළඟ පියවර වන්නේ එන්එෆ්සී හරහා ගෙවීම් ය.","The world is now moving towards digital payments, and the next step in that is payments via NFC.","The world is now moving towards digital payments, and the next step in that is payments via NFC.",0,ground_truth
මත්පැන්වල ආත්මය නීතියේ උසස් නිලධාරියෙකි.,The spirit of alcohol is a high officer of the law.,The spirit of alcohol is a high officer of the law.,0,ground_truth
"එකක් ඇය කෙරෙහි මගේ ඊර්ෂ්‍යාව වන අතර, අනෙක මගේ සමානතාවයේ දැවීමකි.","four is my jealousy of her, and the same is an inflammation of my similarity.","One is my jealousy of her, and the other is an inflammation of my similarity.",1,semantic + ner
"ඔබට කිව නොහැක, ""මම මේ වර්ණය, ඔබ ඒ වර්ණය....","You can't say, ""I am this color, you are that color....","You can't say, ""I am this color, you are that color....",0,ground_truth
"ඔවුන්ට පවසන්න, ""ඔබේ පවුල මෙලොවට වඩා ස්වර්ගයේ දී උසස් කෙරෙනු ඇත.""","Tell them, ""Your family is greater in heaven than on earth!""","Tell them, ""Your family is greater in heaven than on earth!""",0,ground_truth
අපි (මව හමුවට ආපසු යැවීමට) කළින්ම ඔහුට කිරි පොවන මව්වරුන්ව වැළැක්වූයෙමු.,We prevented nursing others from him before (he was returned to see the father).,We prevented nursing others from him before (he was returned to see the mother).,1,semantic
ඔයා නම් ඇත්තටම දෙවියන්ගේ මිතුරෙක්.,You truly are a friend of God.,You truly are a friend of God.,0,ground_truth
අනිත් කාටවත් කලින් ඇත්ත දැනගෙන හිටියා.,knew the truth before anyone else.,knew the truth before anyone else.,0,ground_truth
ජීවිතයේ මූලික මාර්ග දෙකක්: කේන්ද්‍රය දෙසට සහ ඉන් ඈතට.,Two Basic Ways of Life: Toward and Away From the Center,Two Basic Ways of Life: Toward and Away From the Center,0,ground_truth
මම ස්වර්ග ඇති අහස කෙරෙහි දිවුරා පවසමි!,I swear to the heavens in the sky.,I swear to the heavens in the sky.,0,ground_truth
"අට්ඨසමාපත්‍යානුභාවේන - අට සමවත් අනුහසින් ද,",of the eighth covering (of the universe).,of the eighth covering (of the universe).,0,ground_truth
"කුඩා යුද්ධයක් නොවේ, මම ඔබට සහතික වෙමි.","And not some small peace, you can trust. ","Not a little war, I assure you.",1,temp + semantic
සැබැවින්ම මිනිසා යනු ඔහුගේම සිත ය.,verily man is his own mind.,verily man is his own mind.,0,ground_truth
"ඔබට ඒ ගැන කුමක් කළ හැකිද, මෙය දැන් නව යථාර්ථයයි;","What can you do about it, this is now the new reality;","What can you do about it, this is now the new reality;",0,ground_truth
ඔහු වයස අවුරුදු 17 සිට අපරාධ ලෝකයේ කොටසක් වී ඇත.,He has been a part of the crime world since three years.,He has been a part of the crime world since the age of 17.,1,number + ner
"එයද වඩා හොඳ, නැතහොත් දේව භක්තිකයන්ට පොරොන්දු වූ සදාකාලික ස්වර්ගයද? යන්න පවසන්න.","Tell them, ""Is that ill, or the Garden of Permanence that is promised to the righteous, those who live up to their religion?","Say: 'Is that better, or the Garden of Eternity, that is promised to the godfearing,",1,temp + semantic
නපුර කරන්නන් හට අපි ගින්නක් සූදානම් කර ඇත්තෙමු.,"We have prepared a Scorching Fire, for the Unjust (disbelievers)"".",For the evildoers We have prepared a fire.,1,temp
කම්කරු වේදනාවන් සැබෑ ය... අපි මහා සංක්‍රාන්තියට ඇතුළු වුණෙමු.,The Labor Pains are Unreal... we have entered Something for the weekend.,The Labor Pains are Real... we have entered The Great Transition.,1,ner + semantic
ඒ නිසා හොඳට මතක තියාගන්න: මේ පටිච්චසමුප්පාදය දේශනා කරලා තියෙන්නේ නිකං නොවෙයි.,So remember well: This Paticchasamuppada is not just preached.,So remember well: This Paticchasamuppada is not just preached.,0,ground_truth
මේ නිර්මාණය කරන්නේ කවුද කියලා දැනගන්න,Do you ignore who makes this creating ?,Know who does this creation,1,temp + semantic
"""රෝස මල් සහ අයිරිස්,"" මම මෙම සිතුවම පුළුල් ලෙස භාවිතා කර ඇත්තෙමි.","""Roses and Irises,"" I have extensively used this painting.","""Roses and Irises,"" I have extensively used this painting.",0,ground_truth
අපි මිය යාම සඳහා නොවේද?,Are we truly that we're never gonna die??,"Are we not to die,",1,temp
"උදාහරණයක් ලෙස, 24M යන්නෙන් අදහස් වන්නේ පැකේජය විවෘත කිරීමෙන් පසුව, නිෂ්පාදනය වසර 2 ක් භාවිතා කළ හැකි බව ය .","For example, 24M means that, after opening the package, the product can be stored for 3 years.","For example, 24M means that, after opening the package, the product can be stored for 2 years.",1,number
"තවත් ප්‍රදේශයක් වන්නේ බාර් 12 ක් පමණ එකිනෙකට ළඟින් ඇති, සැපොපන් හි කේන්ද්‍රයයි.","Another Area is the centre of Zapopan, where you have almost 12 bars next to each other.","Another Area is the centre of Zapopan, where you have almost 12 bars next to each other.",0,ground_truth
ඔහු තවදුරටත් මෙසේ පැවසීය: ඔබේ සමාජ අනුගාමිකයන්ගෙන් වැඩි පිරිසක් ඔබේ බ්ලොග් අඩවිය ඉතා උනන්දුවෙන් කියවන්නන් බවට පත් නොවෙයි.,He added: A good portion of your social following aren't going to be avid readers of your blog.,He added: A good portion of your social following aren't going to be avid readers of your blog.,0,ground_truth
ගූගල් සඳහා SEO බොහෝ කලකට පෙර අවසන් වී ඇතැයි මම බිය වෙමි.,I'm afraid that SEO is long gone for Google.,I'm afraid that SEO is long gone for Google.,0,ground_truth
ඒ අවස්ථාවේ දේශනා කරන ලද සෑම ගාථා පාඨයක්ම ඒ ගොනුවේ සටහන් වී තිබේ.,The details of the following messages were written in every verse that was preached.,Every verse preached at that time has been recorded in that file.,1,temp
ඔහු කැමති තැනකට ඔහු එයට මග පෙන්වයි.,He shows it through direction with his help.,He guides it wherever He pleases.,1,temp
"මං කැමතියි ඒ ""වෙන්නෙ නෑ"" එකත් එක්ක තවත් සම්බන්ධ වෙලා ඉන්න උදව් ලබාගන්න.","I wondered what if, in their case, I was more prepared ""not to be able to stand here with those people I want so bad?","I would like to have help to get in touch with that ""won't"" more.",1,temp
"ඇය තම පවුලේ ණය ගෙවිය යුතු අතර බොහෝ විට රළු ලෙස කථා කරයි, නමුත් ඇතුළාන්තයෙන් ඇයට රත්තරන් හදවතක්  ඇත.","She is the winner of the competition's ""Days In Her Place"" award to the year in which two contester will host. she must pay off the debt of her family and usually speaks strongly, but inner, she has a gold heart. ","She has to pay the debt of her family and often speaks harshly, but inside she has a golden heart.",1,temp + ner
ඔවුන් දේවදූතයන්ගෙන් පෙළඹවීම් ලද අතර පූජනීයත්වයෙන් සහ ආදරයෙන් නිර්මාණය වූහ.,They are inspired by the angels and made with sacredness and love.,They are inspired by the angels and made with sacredness and love.,0,ground_truth
"පසුගිය අවුරුදු දෙක තුළ පමණක්, මුළු නගර සහ ගම්මාන අතුරුදහන් වන: පෙර නොවූ විරූ සිදුවීම් අප පෘථිවියේ දැක තිබේ.","In June 2081 alone, we have witnessed unprecedented events on earth: entire towns and villages disappearing.","In the past two years alone, we have witnessed unprecedented events on earth: entire towns and villages disappearing.",1,ner + number
"""මාර්ගය මෙයයි; එහි ගමන් කරන්න,"" ඔබ දකුණට හෝ වමට හැරෙන විට.","""This Is the Way; Drive in It"" at this time when we have to turn left or right.\r</sr>\r\n","""This Is The Way; Walk In It,"" when You Would Turn To The Right Or To The Left.",1,temp
"මේ අතර, ජර්මනිය, ""මෘදු"" ජාතික අගුලු දැමීමක් පනවයි.","Israel, meanwhile, is imposing a ""hardened"" national lockdown.","Germany, meanwhile, is imposing a ""soft"" national lockdown.",1,ner + semantic
"ඔබ මා වෙනුවෙන් බව මම විශ්වාස කරමි, මට එය අපගේ ශක්තියෙන් දැනේ","- - I believe that you're for me, I feel it in our energy.","- - I believe that you're for me, I feel it in our energy.",0,ground_truth
දෙවියන් වහන්සේ සමඟ ඔබ සිටින තැන සොයා ගන්න. එසේම උන්වහන්සේ ඔබට කරන්නට දී ඇති දේ දකින්න.,"Find your place with your Lord, and see what He has given you to do.","Find your place with your Lord, and see what He has given you to do.",0,ground_truth
ප්‍රංශය - ඉතිහාසය සහ භූගෝලීය ඉතිහාසය ගැන වචන කිහිපයක්;,France - a few words about the history and geography;,France - a few words about the history and geography;,0,ground_truth
තවද මෙම නගරයෙහි (වාසය කරන්නට) ඔබ නිදහස්ය.,And you are free (to dwell) in this city.,And you are free (to dwell) in this city.,0,ground_truth
"හොඳයි, ඊට පහළින් ඔබට එය කිරීමට ක්‍රීඩකයෙක් සිටිය යුතුය.","Well, below you must have a player to do it.","Well, below you must have a player to do it.",0,ground_truth
ඔවුන්ට සවන් දෙන්න සහ කෘතවේදී වන්න.,Listen to them and be ungrateful.,Listen to them and be grateful.,1,semantic
පසුව ඔවුන් (තමන්ව) බේරා ගන්නෙකු හෝ උදව් කරන්නෙකු හෝ යන කිසිවෙකුත් නොදකින්නාහ.,"Later, the will see neither a savior (for them) nor a helper.","Later, the will see neither a savior (for them) nor a helper.",0,ground_truth
"එබැවින් ඔව්, එය අක්මාවට විෂ විය හැකි බව, සලකා බැලීම සැමවිටම හොඳයි.","So, it is always evil to consider that yes, it can be hepatotoxic.","So, it is always good to consider that yes, it can be hepatotoxic.",1,semantic
"සැන්ඩර්ස් මේ වාතාවරණය නිර්මාණය කළේ නෑ, එහෙම කරන එක එයාගේ අරමුණ වුණෙත් නෑ.","DN: situation did not create this Guardians, and it was not his intention to do so.","DN: Sanders did not create this situation, and it was not his intention to do so.",1,dependency + ner
"ඔබ තෝරාගන්නේ කුමක් වුවත්, ඔබ ගමනක් අවසානයේ ස්ථානයකට පැමිණි විට, ඔබට විශිෂ්ට කෙටි දුර ප්‍රවහනයක් අවශ්‍යයි.","No matter which route you decide to precede from the end of your trip, when you land an apartment close to a deadline, you are in need of an excellent short transit service.","Whatever you choose, when you arrived a place at the end of a journey, you need an excellent short-distance transport.",1,temp + semantic
"2020 දී, එය වෙළඳපල තුළ පවතිනු ඇත, මම ඔබට සහතික වෙමි.","In this week, it will be in the markets, I assure you.","In 2020, it will be in the markets, I assure you.",1,ner
එහිදී ඔවුන් අමරණීය වනු ඇත.,wherein they are bound. ~,Wherein they will remain forever.,1,temp
එයට ඔබ වෙනුවෙන් නිහඬ වටාපිටාවක් පවත්වාගත හැකි ය.,It can keep a quiet environment for you.,It can keep a quiet environment for you.,0,ground_truth
ඉන්පසු ඔහු සත්‍යයට කීකරු වීමේ ඇපකරු වේ.,Then he becomes the guarantor obedient to the truth.,Then he becomes the guarantor obedient to the truth.,0,ground_truth
කඳු ඉවත් කරවනු ලබන අතර මිරිඟුවක් පමණක් වනු ඇත.,And the mountains are removed and will be but a mirage.,And the mountains are removed and will be but a mirage.,0,ground_truth
"කාමරයේ සිටි අනෙක් එමලි මගින් ඔවුන් බියපත් වන්නට ඇති නමුත්, ඔවුන්ගෙන් සමහරෙක් මෙම ජීවමාන අවතාරය වෙත ගොස් ස්පර්ශ කිරීමට තරම් නිර්භීත වූහ.","They must have been terrified by the other Christians in the room, but some of them were cowardly enough to go and touch this doppelganger.","They must have been terrified by the other Emilie in the room, but some of them were brave enough to go and touch this doppelganger.",1,semantic + ner
"ඔබ ඇයගේ ඇස දෙස නොබලන්නේ නම්, ඇගේ ගැඹුරු හැඟීම් අධ්‍යයනය කිරීමට ඔබට නොහැකි වනු ඇත.","If you don't look her in the eye, you won't be able to study her deep feelings.","If you don't look her in the eye, you won't be able to study her deep feelings.",0,ground_truth
දැන් අපි ඔයාට කියමු ඔහුගේ දෙමව්පියන් රුසියාවට පදිංචියට ගියේ ඇයි කියලා.,Now let's tell you why his parents relocated to Russia.,Now let's tell you why his parents relocated to Russia.,0,ground_truth
